DOPs,Año,País,Ventas
Cataluña,2021,Suiza,7173
Cava,2021,Suiza,17509
Cebreros,2021,Suiza,0
Chacolí de Álava,2021,Suiza,0
Chacolí de Bizkaia,2021,Suiza,16
Chacolí de Getaria,2021,Suiza,4
Chozas Carrascal,2021,Suiza,0
Cigales,2021,Suiza,893
Conca de Barberá,2021,Suiza,30
Condado de Huelva,2021,Suiza,7
Costers del Segre,2021,Suiza,420
Dehesa del Carrizal,2021,Suiza,8
Dominio de Valdepusa,2021,Suiza,2
El Hierro,2021,Suiza,0
El Terrerazo,2021,Suiza,2
Empordà,2021,Suiza,615
Finca Élez,2021,Suiza,0
Gran Canaria,2021,Suiza,0
Granada,2021,Suiza,5
Guijoso,2021,Suiza,2
Islas Canarias,2021,Suiza,0
Jerez-Xérès-Sherry,2021,Suiza,926
Jumilla,2021,Suiza,5353
La Gomera,2021,Suiza,0
La Mancha,2021,Suiza,11343
La Palma,2021,Suiza,0
Lanzarote,2021,Suiza,6
Lebrija,2021,Suiza,0
León,2021,Suiza,27
Los Balagueses,2021,Suiza,0
Málaga,2021,Suiza,0
Manchuela,2021,Suiza,139
Manzanilla S.B.,2021,Suiza,21
Méntrida,2021,Suiza,19
Mondéjar,2021,Suiza,0
Monterrei,2021,Suiza,31
Montilla-Moriles,2021,Suiza,12
Montsant,2021,Suiza,505
Navarra,2021,Suiza,6851
Pago de Arínzano,2021,Suiza,84
Pago de Otazu,2021,Suiza,14
Pago El Vicario,2021,Suiza,4
Pago Florentino,2021,Suiza,22
Pago La Jaraba,2021,Suiza,0
Pago Los Cerrillos,2021,Suiza,1
Pago Vallegarcía,2021,Suiza,83
Penedés,2021,Suiza,250
Pla de Bages,2021,Suiza,7
Pla i Llevant,2021,Suiza,209
Prado de Irache,2021,Suiza,0
Priorat,2021,Suiza,952
Rías Baixas,2021,Suiza,1255
Ribeira Sacra,2021,Suiza,104
Ribeiro,2021,Suiza,88
Ribera del Duero,2021,Suiza,18525
Ribera del Guadiana,2021,Suiza,96
Ribera del Júcar,2021,Suiza,0
Rioja,2021,Suiza,54656
Rueda,2021,Suiza,4930
Sierra de Salamanca,2021,Suiza,0
Sierras de Málaga,2021,Suiza,28
Somontano,2021,Suiza,1507
Tacoronte-Acentejo,2021,Suiza,0
Tarragona,2021,Suiza,4
Terra Alta,2021,Suiza,304
Tierra del Vino de Zamora,2021,Suiza,4
Toro,2021,Suiza,4530
Uclés,2021,Suiza,65
Utiel-Requena,2021,Suiza,930
Valdeorras,2021,Suiza,46
Valdepeñas,2021,Suiza,7124
Valencia,2021,Suiza,2817
Valle de Güímar,2021,Suiza,0
Valle de la Orotava,2021,Suiza,4
Valles de Benavente,2021,Suiza,40
Valtiendas,2021,Suiza,0
Vera de Estenas,2021,Suiza,1
Vinos de Madrid,2021,Suiza,262
Ycoden-Daute-Isora,2021,Suiza,4
Yecla,2021,Suiza,2045
Abona,2020,Suiza,0
Alella,2020,Suiza,74
Alicante,2020,Suiza,399
Almansa,2020,Suiza,363
Arlanza,2020,Suiza,2
Arribes,2020,Suiza,10
Aylés,2020,Suiza,51
Bierzo,2020,Suiza,589
Binissalem,2020,Suiza,0
Bullas,2020,Suiza,5
Calatayud,2020,Suiza,953
Calzadilla,2020,Suiza,34
Campo de Borja,2020,Suiza,816
Campo de la Guardia,2020,Suiza,7
Cangas,2020,Suiza,11
Cariñena,2020,Suiza,1765
Casa del Blanco,2020,Suiza,0
Cataluña,2020,Suiza,6067
Cava,2020,Suiza,20603
Cebreros,2020,Suiza,0
Chacolí de Álava,2020,Suiza,0
Chacolí de Bizkaia,2020,Suiza,28
Chacolí de Getaria,2020,Suiza,0
Cigales,2020,Suiza,1160
Conca de Barberá,2020,Suiza,53
Condado de Huelva,2020,Suiza,5
Costers del Segre,2020,Suiza,470
Dehesa del Carrizal,2020,Suiza,0
Dominio de Valdepusa,2020,Suiza,8
El Hierro,2020,Suiza,0
El Terrerazo,2020,Suiza,9
Empordà,2020,Suiza,453
Finca Élez,2020,Suiza,0
Gran Canaria,2020,Suiza,0
Granada,2020,Suiza,6
Guijoso,2020,Suiza,1
Islas Canarias,2020,Suiza,6
Jerez-Xérès-Sherry,2020,Suiza,992
Jumilla,2020,Suiza,10224
La Gomera,2020,Suiza,0
La Mancha,2020,Suiza,9002
La Palma,2020,Suiza,4
Lanzarote,2020,Suiza,0
Lebrija,2020,Suiza,0
León,2020,Suiza,4
Los Balagueses,2020,Suiza,0
Málaga,2020,Suiza,0
Manchuela,2020,Suiza,65
Manzanilla S.B.,2020,Suiza,26
Méntrida,2020,Suiza,68
Mondéjar,2020,Suiza,0
Monterrei,2020,Suiza,25
Montilla-Moriles,2020,Suiza,40
Montsant,2020,Suiza,578
Navarra,2020,Suiza,5225
Pago de Arínzano,2020,Suiza,2503
Pago de Otazu,2020,Suiza,12
Pago El Vicario,2020,Suiza,0
Pago Florentino,2020,Suiza,23
Pago La Jaraba,2020,Suiza,0
Pago Los Cerrillos,2020,Suiza,0
Pago Vallegarcía,2020,Suiza,12
Penedés,2020,Suiza,393
Pla de Bages,2020,Suiza,10
Pla i Llevant,2020,Suiza,333
Prado de Irache,2020,Suiza,0
Priorat,2020,Suiza,1584
Rías Baixas,2020,Suiza,1256
Ribeira Sacra,2020,Suiza,172
Ribeiro,2020,Suiza,85
Ribera del Duero,2020,Suiza,14561
Ribera del Guadiana,2020,Suiza,99
Ribera del Júcar,2020,Suiza,2
Rioja,2020,Suiza,48131
Rueda,2020,Suiza,6053
Sierra de Salamanca,2020,Suiza,2
Sierras de Málaga,2020,Suiza,57
Somontano,2020,Suiza,544
Tacoronte-Acentejo,2020,Suiza,0
Tarragona,2020,Suiza,12
Terra Alta,2020,Suiza,254
Tierra del Vino de Zamora,2020,Suiza,5
Toro,2020,Suiza,3550
Uclés,2020,Suiza,456
Utiel-Requena,2020,Suiza,1115
Valdeorras,2020,Suiza,40
Valdepeñas,2020,Suiza,12708
Valencia,2020,Suiza,1992
Valle de Güímar,2020,Suiza,0
Valle de la Orotava,2020,Suiza,5
Valles de Benavente,2020,Suiza,40
Valtiendas,2020,Suiza,4
Vinos de Madrid,2020,Suiza,175
Ycoden-Daute-Isora,2020,Suiza,2
Yecla,2020,Suiza,2310
Abona,2019,Suiza,0
Alella,2019,Suiza,74
Alicante,2019,Suiza,455
Almansa,2019,Suiza,743
Arlanza,2019,Suiza,11
Arribes,2019,Suiza,2
Aylés,2019,Suiza,57
Bierzo,2019,Suiza,579
Binissalem,2019,Suiza,449
Bullas,2019,Suiza,234
Calatayud,2019,Suiza,472
Calzadilla,2019,Suiza,27
Campo de Borja,2019,Suiza,758
Campo de la Guardia,2019,Suiza,20
Cangas,2019,Suiza,8
Cariñena,2019,Suiza,1715
Casa del Blanco,2019,Suiza,0
Cataluña,2019,Suiza,6447
Cava,2019,Suiza,20212
Cebreros,2019,Suiza,5
Chacolí de Álava,2019,Suiza,0
Chacolí de Bizkaia,2019,Suiza,14
Chacolí de Getaria,2019,Suiza,0
Cigales,2019,Suiza,22
Conca de Barberá,2019,Suiza,41
Condado de Huelva,2019,Suiza,0
Costers del Segre,2019,Suiza,330
Dehesa del Carrizal,2019,Suiza,11
Dominio de Valdepusa,2019,Suiza,71
El Hierro,2019,Suiza,0
El Terrerazo,2019,Suiza,13
Empordà,2019,Suiza,422
Finca Élez,2019,Suiza,0
Gran Canaria,2019,Suiza,0
Granada,2019,Suiza,5
Guijoso,2019,Suiza,1
Islas Canarias,2019,Suiza,10
Jerez-Xérès-Sherry,2019,Suiza,842
Jumilla,2019,Suiza,10483
La Gomera,2019,Suiza,0
La Mancha,2019,Suiza,7311
La Palma,2019,Suiza,3
Lanzarote,2019,Suiza,0
Lebrija,2019,Suiza,0
León,2019,Suiza,2
Los Balagueses,2019,Suiza,28
Málaga,2019,Suiza,0
Manchuela,2019,Suiza,183
Manzanilla S.B.,2019,Suiza,27
Méntrida,2019,Suiza,91
Mondéjar,2019,Suiza,0
Monterrei,2019,Suiza,5
Montilla-Moriles,2019,Suiza,72
Montsant,2019,Suiza,652
Navarra,2019,Suiza,6792
Pago de Arínzano,2019,Suiza,144
Pago de Otazu,2019,Suiza,0
Pago Florentino,2019,Suiza,68
Penedés,2019,Suiza,546
Pla de Bages,2019,Suiza,86
Pla i Llevant,2019,Suiza,197
Prado de Irache,2019,Suiza,0
Priorat,2019,Suiza,1242
Rías Baixas,2019,Suiza,1234
Ribeira Sacra,2019,Suiza,152
Ribeiro,2019,Suiza,143
Ribera del Duero,2019,Suiza,14033
Ribera del Guadiana,2019,Suiza,104
Ribera del Júcar,2019,Suiza,0
Rioja,2019,Suiza,53483
Rueda,2019,Suiza,6497
Sierra de Salamanca,2019,Suiza,0
Sierras de Málaga,2019,Suiza,75
Somontano,2019,Suiza,705
Tacoronte-Acentejo,2019,Suiza,0
Tarragona,2019,Suiza,7
Terra Alta,2019,Suiza,191
Tierra del Vino de Zamora,2019,Suiza,6
Toro,2019,Suiza,4124
Uclés,2019,Suiza,456
Utiel-Requena,2019,Suiza,1893
Valdeorras,2019,Suiza,92
Valdepeñas,2019,Suiza,9475
Valencia,2019,Suiza,2015
Valle de Güímar,2019,Suiza,0
Valle de la Orotava,2019,Suiza,14
Valles de Benavente,2019,Suiza,9
Valtiendas,2019,Suiza,0
Vinos de Madrid,2019,Suiza,301
Ycoden-Daute-Isora,2019,Suiza,10
Yecla,2019,Suiza,1961
Abona,2018,Suiza,0
Alella,2018,Suiza,74
Alicante,2018,Suiza,436
Almansa,2018,Suiza,638
Arlanza,2018,Suiza,0
Arribes,2018,Suiza,9
Aylés,2018,Suiza,69
Bierzo,2018,Suiza,586
Binissalem,2018,Suiza,402
Bullas,2018,Suiza,50
Calatayud,2018,Suiza,307
Calzadilla,2018,Suiza,17
Campo de Borja,2018,Suiza,1060
Campo de la Guardia,2018,Suiza,0
Cangas,2018,Suiza,0
Cariñena,2018,Suiza,1798
Casa del Blanco,2018,Suiza,0
Cataluña,2018,Suiza,4621
Cava,2018,Suiza,19876
Chacolí de Álava,2018,Suiza,0
Chacolí de Bizkaia,2018,Suiza,3
Chacolí de Getaria,2018,Suiza,9
Cigales,2018,Suiza,1428
Conca de Barberá,2018,Suiza,46
Condado de Huelva,2018,Suiza,0
Costers del Segre,2018,Suiza,250
Dehesa del Carrizal,2018,Suiza,0
Dominio de Valdepusa,2018,Suiza,82
El Hierro,2018,Suiza,0
El Terrerazo,2018,Suiza,18
Empordà,2018,Suiza,817
Finca Élez,2018,Suiza,0
Gran Canaria,2018,Suiza,0
Granada,2018,Suiza,0
Guijoso,2018,Suiza,1
Islas Canarias,2018,Suiza,11
Jerez-Xérès-Sherry,2018,Suiza,769
Jumilla,2018,Suiza,3376
La Gomera,2018,Suiza,0
La Mancha,2018,Suiza,10612
La Palma,2018,Suiza,4
Lanzarote,2018,Suiza,0
Lebrija,2018,Suiza,0
Los Balagueses,2018,Suiza,8
Málaga,2018,Suiza,5
Manchuela,2018,Suiza,249
Manzanilla S.B.,2018,Suiza,15
Méntrida,2018,Suiza,51
Mondéjar,2018,Suiza,0
Monterrei,2018,Suiza,6
Montilla-Moriles,2018,Suiza,44
Montsant,2018,Suiza,623
Navarra,2018,Suiza,8226
Pago de Arínzano,2018,Suiza,26
Pago de Otazu,2018,Suiza,0
Pago Florentino,2018,Suiza,15
Penedés,2018,Suiza,609
Pla de Bages,2018,Suiza,86
Pla i Llevant,2018,Suiza,190
Prado de Irache,2018,Suiza,0
Priorat,2018,Suiza,2881
Rías Baixas,2018,Suiza,1564
Ribeira Sacra,2018,Suiza,150
Ribeiro,2018,Suiza,111
Ribera del Duero,2018,Suiza,13764
Ribera del Guadiana,2018,Suiza,127
Ribera del Júcar,2018,Suiza,9
Rioja,2018,Suiza,54937
Rueda,2018,Suiza,6573
Sierra de Salamanca,2018,Suiza,15
Sierras de Málaga,2018,Suiza,31
Somontano,2018,Suiza,841
Tacoronte-Acentejo,2018,Suiza,0
Tarragona,2018,Suiza,188
Terra Alta,2018,Suiza,148
Tierra de León,2018,Suiza,0
Tierra del Vino de Zamora,2018,Suiza,4
Toro,2018,Suiza,4667
Uclés,2018,Suiza,404
Utiel-Requena,2018,Suiza,2700
Valdeorras,2018,Suiza,101
Valdepeñas,2018,Suiza,12339
Valencia,2018,Suiza,3196
Valle de Güímar,2018,Suiza,0
Valle de la Orotava,2018,Suiza,0
Valles de Benavente,2018,Suiza,7
Valtiendas,2018,Suiza,2
Vinos de Madrid,2018,Suiza,334
Ycoden-Daute-Isora,2018,Suiza,17
Yecla,2018,Suiza,1805
Abona,2017,Suiza,0
Alella,2017,Suiza,0
Alicante,2017,Suiza,704
Almansa,2017,Suiza,970
Arlanza,2017,Suiza,15
Arribes,2017,Suiza,5
Aylés,2017,Suiza,86
Bierzo,2017,Suiza,615
Binissalem,2017,Suiza,671
Bullas,2017,Suiza,1
Calatayud,2017,Suiza,348
Calzadilla,2017,Suiza,10
Campo de Borja,2017,Suiza,1212
Campo de la Guardia,2017,Suiza,5
Cangas,2017,Suiza,0
Cariñena,2017,Suiza,1861
Casa del Blanco,2017,Suiza,0
Cataluña,2017,Suiza,7319
Cava,2017,Suiza,21486
Chacolí de Álava,2017,Suiza,1
Chacolí de Bizkaia,2017,Suiza,2
Chacolí de Getaria,2017,Suiza,0
Cigales,2017,Suiza,680
Conca de Barberá,2017,Suiza,47
Condado de Huelva,2017,Suiza,0
Costers del Segre,2017,Suiza,290
Dehesa del Carrizal,2017,Suiza,19
Dominio de Valdepusa,2017,Suiza,81
El Hierro,2017,Suiza,0
El Terrerazo,2017,Suiza,30
Empordà,2017,Suiza,821
Finca Élez,2017,Suiza,0
Gran Canaria,2017,Suiza,0
Granada,2017,Suiza,0
Guijoso,2017,Suiza,2
Islas Canarias,2017,Suiza,46
Jerez-Xérès-Sherry,2017,Suiza,553
Jumilla,2017,Suiza,10709
La Gomera,2017,Suiza,0
La Mancha,2017,Suiza,5028
La Palma,2017,Suiza,0
Lanzarote,2017,Suiza,0
Lebrija,2017,Suiza,0
Los Balagueses,2017,Suiza,0
Málaga,2017,Suiza,216
Manchuela,2017,Suiza,243
Manzanilla S.B.,2017,Suiza,22
Méntrida,2017,Suiza,36
Mondéjar,2017,Suiza,0
Monterrei,2017,Suiza,17
Montilla-Moriles,2017,Suiza,48
Montsant,2017,Suiza,731
Navarra,2017,Suiza,8553
Pago de Arínzano,2017,Suiza,522
Pago de Otazu,2017,Suiza,2
Pago Florentino,2017,Suiza,16
Penedés,2017,Suiza,811
Pla de Bages,2017,Suiza,127
Pla i Llevant,2017,Suiza,170
Prado de Irache,2017,Suiza,0
Priorat,2017,Suiza,2883
Rías Baixas,2017,Suiza,1529
Ribeira Sacra,2017,Suiza,99
Ribeiro,2017,Suiza,155
Ribera del Duero,2017,Suiza,24
Ribera del Guadiana,2017,Suiza,28
Ribera del Júcar,2017,Suiza,216
Rioja,2017,Suiza,56068
Rueda,2017,Suiza,3656
Sierra de Salamanca,2017,Suiza,0
Sierras de Málaga,2017,Suiza,61
Somontano,2017,Suiza,942
Tacoronte-Acentejo,2017,Suiza,0
Tarragona,2017,Suiza,12
Terra Alta,2017,Suiza,178
Tierra de León,2017,Suiza,0
Tierra del Vino de Zamora,2017,Suiza,8
Toro,2017,Suiza,3896
Uclés,2017,Suiza,325
Utiel-Requena,2017,Suiza,3811
Valdeorras,2017,Suiza,86
Valdepeñas,2017,Suiza,14648
Valencia,2017,Suiza,2216
Valle de Güímar,2017,Suiza,0
Valle de la Orotava,2017,Suiza,21
Valles de Benavente,2017,Suiza,102
Valtiendas,2017,Suiza,0
Vinos de Madrid,2017,Suiza,213
Ycoden-Daute-Isora,2017,Suiza,0
Yecla,2017,Suiza,1604
Abona,2016,Suiza,0
Alella,2016,Suiza,0
Alicante,2016,Suiza,1027
Almansa,2016,Suiza,1287
Arlanza,2016,Suiza,6
Arribes,2016,Suiza,0
Aylés,2016,Suiza,73
Bierzo,2016,Suiza,484
Binissalem,2016,Suiza,619
Bullas,2016,Suiza,14
Calatayud,2016,Suiza,263
Calzadilla,2016,Suiza,32
Campo de Borja,2016,Suiza,1170
Campo de la Guardia,2016,Suiza,3
Cangas,2016,Suiza,0
Cariñena,2016,Suiza,2714
Casa del Blanco,2016,Suiza,10
Cataluña,2016,Suiza,6194
Cava,2016,Suiza,22664
Chacolí de Álava,2016,Suiza,0
Chacolí de Bizkaia,2016,Suiza,7
Chacolí de Getaria,2016,Suiza,0
Cigales,2016,Suiza,1291
Conca de Barberá,2016,Suiza,45
Condado de Huelva,2016,Suiza,0
Costers del Segre,2016,Suiza,481
Dehesa del Carrizal,2016,Suiza,0
Dominio de Valdepusa,2016,Suiza,54
El Hierro,2016,Suiza,0
El Terrerazo,2016,Suiza,54
Empordà,2016,Suiza,645
Finca Élez,2016,Suiza,0
Gran Canaria,2016,Suiza,0
Granada,2016,Suiza,0
Guijoso,2016,Suiza,0
Islas Canarias,2016,Suiza,10
Jerez-Xérès-Sherry,2016,Suiza,261
Jumilla,2016,Suiza,13536
La Gomera,2016,Suiza,0
La Mancha,2016,Suiza,1490
La Palma,2016,Suiza,0
Lanzarote,2016,Suiza,0
Lebrija,2016,Suiza,0
Los Balagueses,2016,Suiza,0
Málaga,2016,Suiza,111
Manchuela,2016,Suiza,177
Manzanilla S.B.,2016,Suiza,30
Méntrida,2016,Suiza,39
Mondéjar,2016,Suiza,0
Monterrei,2016,Suiza,19
Montilla-Moriles,2016,Suiza,20
Montsant,2016,Suiza,678
Navarra,2016,Suiza,9322
Pago de Arínzano,2016,Suiza,0
Pago de Otazu,2016,Suiza,0
Pago Florentino,2016,Suiza,30
Penedés,2016,Suiza,977
Pla de Bages,2016,Suiza,111
Pla i Llevant,2016,Suiza,144
Prado de Irache,2016,Suiza,0
Priorat,2016,Suiza,2705
Rías Baixas,2016,Suiza,1134
Ribeira Sacra,2016,Suiza,120
Ribeiro,2016,Suiza,133
Ribera del Duero,2016,Suiza,15827
Ribera del Guadiana,2016,Suiza,16
Ribera del Júcar,2016,Suiza,19
Rioja,2016,Suiza,62148
Rueda,2016,Suiza,6641
Sierra de Salamanca,2016,Suiza,0
Sierras de Málaga,2016,Suiza,12
Somontano,2016,Suiza,728
Tacoronte-Acentejo,2016,Suiza,0
Tarragona,2016,Suiza,31
Terra Alta,2016,Suiza,317
Tierra de León,2016,Suiza,0
Tierra del Vino de Zamora,2016,Suiza,3
Toro,2016,Suiza,2445
Uclés,2016,Suiza,106
Utiel-Requena,2016,Suiza,7389
Valdeorras,2016,Suiza,75
Valdepeñas,2016,Suiza,13157
Valencia,2016,Suiza,3293
Valle de Güímar,2016,Suiza,0
Valle de la Orotava,2016,Suiza,7
Valles de Benavente,2016,Suiza,30
Valtiendas,2016,Suiza,0
Vinos de Madrid,2016,Suiza,298
Ycoden-Daute-Isora,2016,Suiza,8
Yecla,2016,Suiza,1475
Abona,2015,Suiza,0
Alella,2015,Suiza,0
Alicante,2015,Suiza,961
Almansa,2015,Suiza,767
Arlanza,2015,Suiza,15
Arribes,2015,Suiza,0
Aylés,2015,Suiza,71
Bierzo,2015,Suiza,378
Binissalem,2015,Suiza,522
Bullas,2015,Suiza,465
Calatayud,2015,Suiza,306
Calzadilla,2015,Suiza,76
Campo de Borja,2015,Suiza,1238
Campo de la Guardia,2015,Suiza,1
Cangas,2015,Suiza,0
Cariñena,2015,Suiza,2801
Casa del Blanco,2015,Suiza,0
Cataluña,2015,Suiza,7194
Cava,2015,Suiza,20411
Chacolí de Álava,2015,Suiza,0
Chacolí de Bizkaia,2015,Suiza,0
Chacolí de Getaria,2015,Suiza,0
Cigales,2015,Suiza,1413
Conca de Barberá,2015,Suiza,67
Condado de Huelva,2015,Suiza,0
Costers del Segre,2015,Suiza,746
Dehesa del Carrizal,2015,Suiza,9
Dominio de Valdepusa,2015,Suiza,92
El Hierro,2015,Suiza,0
El Terrerazo,2015,Suiza,25
Empordà,2015,Suiza,567
Finca Élez,2015,Suiza,0
Gran Canaria,2015,Suiza,0
Granada,2015,Suiza,0
Guijoso,2015,Suiza,0
Islas Canarias,2015,Suiza,0
Jerez-Xérès-Sherry,2015,Suiza,881
Jumilla,2015,Suiza,14006
La Gomera,2015,Suiza,0
La Mancha,2015,Suiza,2909
La Palma,2015,Suiza,0
Lanzarote,2015,Suiza,0
Lebrija,2015,Suiza,0
Los Balagueses,2015,Suiza,0
Málaga,2015,Suiza,0
Manchuela,2015,Suiza,42
Manzanilla S.B.,2015,Suiza,63
Méntrida,2015,Suiza,39
Mondéjar,2015,Suiza,0
Monterrei,2015,Suiza,18
Montilla-Moriles,2015,Suiza,162
Montsant,2015,Suiza,638
Navarra,2015,Suiza,11081
Pago de Arínzano,2015,Suiza,113
Pago de Otazu,2015,Suiza,1
Pago Florentino,2015,Suiza,25
Penedés,2015,Suiza,939
Pla de Bages,2015,Suiza,95
Pla i Llevant,2015,Suiza,112
Prado de Irache,2015,Suiza,0
Priorat,2015,Suiza,2239
Rías Baixas,2015,Suiza,1133
Ribeira Sacra,2015,Suiza,119
Ribeiro,2015,Suiza,130
Ribera del Duero,2015,Suiza,14090
Ribera del Guadiana,2015,Suiza,46
Ribera del Júcar,2015,Suiza,115
Rioja,2015,Suiza,67537
Rueda,2015,Suiza,6271
Sierra de Salamanca,2015,Suiza,3
Sierras de Málaga,2015,Suiza,151
Somontano,2015,Suiza,760
Tacoronte-Acentejo,2015,Suiza,0
Tarragona,2015,Suiza,109
Terra Alta,2015,Suiza,474
Tierra de León,2015,Suiza,0
Tierra del Vino de Zamora,2015,Suiza,3
Toro,2015,Suiza,2522
Uclés,2015,Suiza,131
Utiel-Requena,2015,Suiza,5740
Valdeorras,2015,Suiza,234
Valdepeñas,2015,Suiza,12129
Valencia,2015,Suiza,4342
Valle de Güímar,2015,Suiza,0
Valle de la Orotava,2015,Suiza,11
Valles de Benavente,2015,Suiza,0
Valtiendas,2015,Suiza,0
Vinos de Madrid,2015,Suiza,207
Ycoden-Daute-Isora,2015,Suiza,0
Yecla,2015,Suiza,1178
Abona,2014,Suiza,0
Alella,2014,Suiza,74
Alicante,2014,Suiza,1354
Almansa,2014,Suiza,647
Arlanza,2014,Suiza,22
Arribes,2014,Suiza,5
Aylés,2014,Suiza,45
Bierzo,2014,Suiza,200
Binissalem,2014,Suiza,572
Bullas,2014,Suiza,7
Calatayud,2014,Suiza,9437
Calzadilla,2014,Suiza,79
Campo de Borja,2014,Suiza,1418
Campo de la Guardia,2014,Suiza,13
Cangas,2014,Suiza,0
Cariñena,2014,Suiza,4954
Casa del Blanco,2014,Suiza,3
Cataluña,2014,Suiza,7807
Cava,2014,Suiza,23219
Chacolí de Álava,2014,Suiza,0
Chacolí de Bizkaia,2014,Suiza,0
Chacolí de Getaria,2014,Suiza,4
Cigales,2014,Suiza,1723
Conca de Barberá,2014,Suiza,80
Condado de Huelva,2014,Suiza,0
Costers del Segre,2014,Suiza,801
Dehesa del Carrizal,2014,Suiza,22
Dominio de Valdepusa,2014,Suiza,105
El Hierro,2014,Suiza,0
El Terrerazo,2014,Suiza,21
Empordà,2014,Suiza,633
Finca Élez,2014,Suiza,0
Gran Canaria,2014,Suiza,0
Granada,2014,Suiza,6
Guijoso,2014,Suiza,0
Islas Canarias,2014,Suiza,0
Jerez-Xérès-Sherry,2014,Suiza,1023
Jumilla,2014,Suiza,13788
La Gomera,2014,Suiza,0
La Mancha,2014,Suiza,9626
La Palma,2014,Suiza,0
Lanzarote,2014,Suiza,0
Lebrija,2014,Suiza,0
Los Balagueses,2014,Suiza,0
Málaga,2014,Suiza,350
Manchuela,2014,Suiza,215
Manzanilla S.B.,2014,Suiza,22
Méntrida,2014,Suiza,1947
Mondéjar,2014,Suiza,0
Monterrei,2014,Suiza,19
Montilla-Moriles,2014,Suiza,39
Montsant,2014,Suiza,495
Navarra,2014,Suiza,14665
Pago de Arínzano,2014,Suiza,149
Pago de Otazu,2014,Suiza,0
Pago Florentino,2014,Suiza,28
Penedés,2014,Suiza,1166
Pla de Bages,2014,Suiza,71
Pla i Llevant,2014,Suiza,174
Prado de Irache,2014,Suiza,0
Priorat,2014,Suiza,2074
Rías Baixas,2014,Suiza,1142
Ribeira Sacra,2014,Suiza,31
Ribeiro,2014,Suiza,127
Ribera del Duero,2014,Suiza,11388
Ribera del Guadiana,2014,Suiza,40
Ribera del Júcar,2014,Suiza,101
Rioja,2014,Suiza,56995
Rueda,2014,Suiza,5785
Sierra de Salamanca,2014,Suiza,3
Sierras de Málaga,2014,Suiza,198
Somontano,2014,Suiza,595
Tacoronte-Acentejo,2014,Suiza,0
Tarragona,2014,Suiza,42
Terra Alta,2014,Suiza,380
Tierra de León,2014,Suiza,1
Tierra del Vino de Zamora,2014,Suiza,5
Toro,2014,Suiza,2482
Uclés,2014,Suiza,0
Utiel-Requena,2014,Suiza,8311
Valdeorras,2014,Suiza,135
Valdepeñas,2014,Suiza,11103
Valencia,2014,Suiza,6037
Valle de Güímar,2014,Suiza,0
Valle de la Orotava,2014,Suiza,8
Valles de Benavente,2014,Suiza,0
Valtiendas,2014,Suiza,1
Vinos de Madrid,2014,Suiza,298
Ycoden-Daute-Isora,2014,Suiza,0
Yecla,2014,Suiza,1254
Abadía Retuerta,2023,Reino Unido,25
Abona,2023,Reino Unido,0
Alella,2023,Reino Unido,0
Alicante,2023,Reino Unido,793
Almansa,2023,Reino Unido,84
Arlanza,2023,Reino Unido,0
Arribes,2023,Reino Unido,44
Aylés,2023,Reino Unido,9
Bierzo,2023,Reino Unido,640
Binissalem,2023,Reino Unido,0
Bolandin,2023,Reino Unido,0
Bullas,2023,Reino Unido,82
Calatayud,2023,Reino Unido,25
Calzadilla,2023,Reino Unido,0
Campo de Borja,2023,Reino Unido,10962
Campo de la Guardia,2023,Reino Unido,0
Cangas,2023,Reino Unido,0
Cariñena,2023,Reino Unido,17695
Casa del Blanco,2023,Reino Unido,0
Cataluña,2023,Reino Unido,37961
Cava,2023,Reino Unido,140392
Cebreros,2023,Reino Unido,53
Chacolí de Álava,2023,Reino Unido,10
Chacolí de Bizkaia,2023,Reino Unido,20
Chacolí de Getaria,2023,Reino Unido,375
Chozas Carrascal,2023,Reino Unido,5
Cigales,2023,Reino Unido,52
Conca de Barberá,2023,Reino Unido,50
Condado de Huelva,2023,Reino Unido,34
Costers del Segre,2023,Reino Unido,456
Dehesa del Carrizal,2023,Reino Unido,5
Dehesa Peñalba,2023,Reino Unido,11
Dominio de Valdepusa,2023,Reino Unido,1
El Hierro,2023,Reino Unido,0
El Terrerazo,2023,Reino Unido,13
Empordà,2023,Reino Unido,65
Finca Élez,2023,Reino Unido,0
Gran Canaria,2023,Reino Unido,9
Granada,2023,Reino Unido,0
Guijoso,2023,Reino Unido,0
Islas Canarias,2023,Reino Unido,61
Jerez-Xérès-Sherry,2023,Reino Unido,72541
Jumilla,2023,Reino Unido,11294
La Gomera,2023,Reino Unido,0
La Mancha,2023,Reino Unido,3450
La Palma,2023,Reino Unido,19
Lanzarote,2023,Reino Unido,0
Lebrija,2023,Reino Unido,0
León,2023,Reino Unido,20
Los Balagueses,2023,Reino Unido,0
Málaga,2023,Reino Unido,693
Manchuela,2023,Reino Unido,340
Manzanilla S.B.,2023,Reino Unido,1719
Méntrida,2023,Reino Unido,19
Mondéjar,2023,Reino Unido,0
Monterrei,2023,Reino Unido,4088
Montilla-Moriles,2023,Reino Unido,180
Montsant,2023,Reino Unido,196
Navarra,2023,Reino Unido,8892
Pago de Arínzano,2023,Reino Unido,0
Pago de Otazu,2023,Reino Unido,4
Pago El Vicario,2023,Reino Unido,0
Pago Florentino,2023,Reino Unido,5
Pago La Jaraba,2023,Reino Unido,0
Pago Los Cerrillos,2023,Reino Unido,0
