DOPs,Año,País,Ventas
Pago Vallegarcía,2023,Reino Unido,3
Penedés,2023,Reino Unido,708
Pla de Bages,2023,Reino Unido,1
Pla i Llevant,2023,Reino Unido,0
Prado de Irache,2023,Reino Unido,0
Priorat,2023,Reino Unido,347
Rías Baixas,2023,Reino Unido,15630
Ribeira Sacra,2023,Reino Unido,170
Ribeiro,2023,Reino Unido,233
Ribera del Duero,2023,Reino Unido,6154
Ribera del Guadiana,2023,Reino Unido,0
Ribera del Júcar,2023,Reino Unido,95
Rioja,2023,Reino Unido,303700
Rueda,2023,Reino Unido,6233
Sierra de Salamanca,2023,Reino Unido,1
Sierras de Málaga,2023,Reino Unido,37
Somontano,2023,Reino Unido,1487
Tacoronte-Acentejo,2023,Reino Unido,0
Tarragona,2023,Reino Unido,4
Terra Alta,2023,Reino Unido,578
Tierra del Vino de Zamora,2023,Reino Unido,8
Toro,2023,Reino Unido,1644
Uclés,2023,Reino Unido,649
Urueña,2023,Reino Unido,0
Utiel-Requena,2023,Reino Unido,33567
Valdeorras,2023,Reino Unido,633
Valdepeñas,2023,Reino Unido,7166
Valencia,2023,Reino Unido,7975
Valle de Güímar,2023,Reino Unido,0
Valle de la Orotava,2023,Reino Unido,12
Valles de Benavente,2023,Reino Unido,0
Valtiendas,2023,Reino Unido,0
Vera de Estenas,2023,Reino Unido,0
Vinos de Madrid,2023,Reino Unido,67
Ycoden-Daute-Isora,2023,Reino Unido,23
Yecla,2023,Reino Unido,0
Abadía Retuerta,2022,Reino Unido,0
Abona,2022,Reino Unido,0
Alella,2022,Reino Unido,38
Alicante,2022,Reino Unido,1622
Almansa,2022,Reino Unido,631
Arlanza,2022,Reino Unido,0
Arribes,2022,Reino Unido,513
Aylés,2022,Reino Unido,6
Bierzo,2022,Reino Unido,555
Binissalem,2022,Reino Unido,6
Bolandin,2022,Reino Unido,0
Bullas,2022,Reino Unido,345
Calatayud,2022,Reino Unido,489
Calzadilla,2022,Reino Unido,0
Campo de Borja,2022,Reino Unido,8413
Campo de la Guardia,2022,Reino Unido,4
Cangas,2022,Reino Unido,5
Cariñena,2022,Reino Unido,23231
Casa del Blanco,2022,Reino Unido,0
Cataluña,2022,Reino Unido,41988
Cava,2022,Reino Unido,136701
Cebreros,2022,Reino Unido,22
Chacolí de Álava,2022,Reino Unido,15
Chacolí de Bizkaia,2022,Reino Unido,23
Chacolí de Getaria,2022,Reino Unido,443
Chozas Carrascal,2022,Reino Unido,5
Cigales,2022,Reino Unido,67
Conca de Barberá,2022,Reino Unido,80
Condado de Huelva,2022,Reino Unido,260
Costers del Segre,2022,Reino Unido,586
Dehesa del Carrizal,2022,Reino Unido,0
Dehesa Peñalba,2022,Reino Unido,0
Dominio de Valdepusa,2022,Reino Unido,8
El Hierro,2022,Reino Unido,0
El Terrerazo,2022,Reino Unido,8
Empordà,2022,Reino Unido,203
Finca Élez,2022,Reino Unido,0
Gran Canaria,2022,Reino Unido,0
Granada,2022,Reino Unido,0
Guijoso,2022,Reino Unido,0
Islas Canarias,2022,Reino Unido,14
Jerez-Xérès-Sherry,2022,Reino Unido,77028
Jumilla,2022,Reino Unido,12289
La Gomera,2022,Reino Unido,0
La Mancha,2022,Reino Unido,2733
La Palma,2022,Reino Unido,0
Lanzarote,2022,Reino Unido,5
Lebrija,2022,Reino Unido,0
León,2022,Reino Unido,59
Los Balagueses,2022,Reino Unido,1
Málaga,2022,Reino Unido,2
Manchuela,2022,Reino Unido,212
Manzanilla S.B.,2022,Reino Unido,1914
Méntrida,2022,Reino Unido,80
Mondéjar,2022,Reino Unido,0
Monterrei,2022,Reino Unido,120
Montilla-Moriles,2022,Reino Unido,206
Montsant,2022,Reino Unido,282
Navarra,2022,Reino Unido,8334
Pago de Arínzano,2022,Reino Unido,4
Pago de Otazu,2022,Reino Unido,0
Pago El Vicario,2022,Reino Unido,0
Pago Florentino,2022,Reino Unido,0
Pago La Jaraba,2022,Reino Unido,0
Pago Los Cerrillos,2022,Reino Unido,1
Pago Vallegarcía,2022,Reino Unido,0
Penedés,2022,Reino Unido,826
Pla de Bages,2022,Reino Unido,6
Pla i Llevant,2022,Reino Unido,0
Prado de Irache,2022,Reino Unido,0
Priorat,2022,Reino Unido,401
Rías Baixas,2022,Reino Unido,18995
Ribeira Sacra,2022,Reino Unido,200
Ribeiro,2022,Reino Unido,236
Ribera del Duero,2022,Reino Unido,6384
Ribera del Guadiana,2022,Reino Unido,4
Ribera del Júcar,2022,Reino Unido,180
Rioja,2022,Reino Unido,321820
Rueda,2022,Reino Unido,5418
Sierra de Salamanca,2022,Reino Unido,0
Sierras de Málaga,2022,Reino Unido,2
Somontano,2022,Reino Unido,1048
Tacoronte-Acentejo,2022,Reino Unido,0
Tarragona,2022,Reino Unido,92
Terra Alta,2022,Reino Unido,1469
Tierra del Vino de Zamora,2022,Reino Unido,19
Toro,2022,Reino Unido,1815
Uclés,2022,Reino Unido,1548
Urueña,2022,Reino Unido,0
Utiel-Requena,2022,Reino Unido,21464
Valdeorras,2022,Reino Unido,959
Valdepeñas,2022,Reino Unido,6830
Valencia,2022,Reino Unido,11350
Valle de Güímar,2022,Reino Unido,0
Valle de la Orotava,2022,Reino Unido,56
Valles de Benavente,2022,Reino Unido,8
Valtiendas,2022,Reino Unido,0
Vera de Estenas,2022,Reino Unido,0
Vinos de Madrid,2022,Reino Unido,79
Ycoden-Daute-Isora,2022,Reino Unido,31
Yecla,2022,Reino Unido,2723
Abona,2021,Reino Unido,0
Alella,2021,Reino Unido,38
Alicante,2021,Reino Unido,802
Almansa,2021,Reino Unido,239
Arlanza,2021,Reino Unido,0
Arribes,2021,Reino Unido,692
Aylés,2021,Reino Unido,6
Bierzo,2021,Reino Unido,555
Binissalem,2021,Reino Unido,4
Bullas,2021,Reino Unido,195
Calatayud,2021,Reino Unido,510
Calzadilla,2021,Reino Unido,0
Campo de Borja,2021,Reino Unido,9784
Campo de la Guardia,2021,Reino Unido,6
Cangas,2021,Reino Unido,4
Cariñena,2021,Reino Unido,26790
Casa del Blanco,2021,Reino Unido,0
Cataluña,2021,Reino Unido,32716
Cava,2021,Reino Unido,150670
Cebreros,2021,Reino Unido,0
Chacolí de Álava,2021,Reino Unido,12
Chacolí de Bizkaia,2021,Reino Unido,37
Chacolí de Getaria,2021,Reino Unido,302
Chozas Carrascal,2021,Reino Unido,0
Cigales,2021,Reino Unido,68
Conca de Barberá,2021,Reino Unido,78
Condado de Huelva,2021,Reino Unido,74
Costers del Segre,2021,Reino Unido,210
Dehesa del Carrizal,2021,Reino Unido,0
Dominio de Valdepusa,2021,Reino Unido,8
El Hierro,2021,Reino Unido,0
El Terrerazo,2021,Reino Unido,0
Empordà,2021,Reino Unido,80
Finca Élez,2021,Reino Unido,0
Gran Canaria,2021,Reino Unido,0
Granada,2021,Reino Unido,0
Guijoso,2021,Reino Unido,0
Islas Canarias,2021,Reino Unido,12
Jerez-Xérès-Sherry,2021,Reino Unido,102089
Jumilla,2021,Reino Unido,14462
La Gomera,2021,Reino Unido,0
La Mancha,2021,Reino Unido,7224
La Palma,2021,Reino Unido,3
Lanzarote,2021,Reino Unido,13
Lebrija,2021,Reino Unido,0
León,2021,Reino Unido,8
Los Balagueses,2021,Reino Unido,28
Málaga,2021,Reino Unido,2
Manchuela,2021,Reino Unido,365
Manzanilla S.B.,2021,Reino Unido,2465
Méntrida,2021,Reino Unido,20
Mondéjar,2021,Reino Unido,0
Monterrei,2021,Reino Unido,429
Montilla-Moriles,2021,Reino Unido,136
Montsant,2021,Reino Unido,270
Navarra,2021,Reino Unido,10117
Pago de Arínzano,2021,Reino Unido,0
Pago de Otazu,2021,Reino Unido,0
Pago El Vicario,2021,Reino Unido,0
Pago Florentino,2021,Reino Unido,3
Pago La Jaraba,2021,Reino Unido,0
Pago Los Cerrillos,2021,Reino Unido,0
Pago Vallegarcía,2021,Reino Unido,0
Penedés,2021,Reino Unido,447
Pla de Bages,2021,Reino Unido,10
Pla i Llevant,2021,Reino Unido,12
Prado de Irache,2021,Reino Unido,0
Priorat,2021,Reino Unido,760
Rías Baixas,2021,Reino Unido,24018
Ribeira Sacra,2021,Reino Unido,194
Ribeiro,2021,Reino Unido,230
Ribera del Duero,2021,Reino Unido,3717
Ribera del Guadiana,2021,Reino Unido,4
Ribera del Júcar,2021,Reino Unido,0
Rioja,2021,Reino Unido,363092
Rueda,2021,Reino Unido,4897
Sierra de Salamanca,2021,Reino Unido,0
Sierras de Málaga,2021,Reino Unido,11
Somontano,2021,Reino Unido,1128
Tacoronte-Acentejo,2021,Reino Unido,0
Tarragona,2021,Reino Unido,10
Terra Alta,2021,Reino Unido,1610
Tierra del Vino de Zamora,2021,Reino Unido,11
Toro,2021,Reino Unido,1510
Uclés,2021,Reino Unido,90
Utiel-Requena,2021,Reino Unido,33181
Valdeorras,2021,Reino Unido,1408
Valdepeñas,2021,Reino Unido,3630
Valencia,2021,Reino Unido,15384
Valle de Güímar,2021,Reino Unido,0
Valle de la Orotava,2021,Reino Unido,18
Valles de Benavente,2021,Reino Unido,21
Valtiendas,2021,Reino Unido,0
Vera de Estenas,2021,Reino Unido,0
Vinos de Madrid,2021,Reino Unido,52
Ycoden-Daute-Isora,2021,Reino Unido,17
Yecla,2021,Reino Unido,4760
Abona,2020,Reino Unido,0
Alella,2020,Reino Unido,38
Alicante,2020,Reino Unido,622
Almansa,2020,Reino Unido,85
Arlanza,2020,Reino Unido,0
Arribes,2020,Reino Unido,60
Aylés,2020,Reino Unido,4
Bierzo,2020,Reino Unido,1005
Binissalem,2020,Reino Unido,0
Bullas,2020,Reino Unido,299
Calatayud,2020,Reino Unido,199
Calzadilla,2020,Reino Unido,0
Campo de Borja,2020,Reino Unido,14782
Campo de la Guardia,2020,Reino Unido,0
Cangas,2020,Reino Unido,2
Cariñena,2020,Reino Unido,30524
Casa del Blanco,2020,Reino Unido,0
Cataluña,2020,Reino Unido,35796
Cava,2020,Reino Unido,150550
Cebreros,2020,Reino Unido,10
Chacolí de Álava,2020,Reino Unido,18
Chacolí de Bizkaia,2020,Reino Unido,39
Chacolí de Getaria,2020,Reino Unido,0
Cigales,2020,Reino Unido,29
Conca de Barberá,2020,Reino Unido,59
Condado de Huelva,2020,Reino Unido,513
Costers del Segre,2020,Reino Unido,230
Dehesa del Carrizal,2020,Reino Unido,0
Dominio de Valdepusa,2020,Reino Unido,2
El Hierro,2020,Reino Unido,0
El Terrerazo,2020,Reino Unido,5
Empordà,2020,Reino Unido,82
Finca Élez,2020,Reino Unido,0
Gran Canaria,2020,Reino Unido,0
Granada,2020,Reino Unido,4
Guijoso,2020,Reino Unido,0
Islas Canarias,2020,Reino Unido,9
Jerez-Xérès-Sherry,2020,Reino Unido,80623
Jumilla,2020,Reino Unido,13923
La Gomera,2020,Reino Unido,0
La Mancha,2020,Reino Unido,9007
La Palma,2020,Reino Unido,8
Lanzarote,2020,Reino Unido,0
Lebrija,2020,Reino Unido,0
León,2020,Reino Unido,11
Los Balagueses,2020,Reino Unido,28
Málaga,2020,Reino Unido,8
Manchuela,2020,Reino Unido,337
Manzanilla S.B.,2020,Reino Unido,1788
Méntrida,2020,Reino Unido,10
Mondéjar,2020,Reino Unido,0
Monterrei,2020,Reino Unido,371
Montilla-Moriles,2020,Reino Unido,93
Montsant,2020,Reino Unido,218
Navarra,2020,Reino Unido,9211
Pago de Arínzano,2020,Reino Unido,0
Pago de Otazu,2020,Reino Unido,1
Pago El Vicario,2020,Reino Unido,0
Pago Florentino,2020,Reino Unido,1
Pago La Jaraba,2020,Reino Unido,0
Pago Los Cerrillos,2020,Reino Unido,0
Pago Vallegarcía,2020,Reino Unido,0
Penedés,2020,Reino Unido,526
Pla de Bages,2020,Reino Unido,2
Pla i Llevant,2020,Reino Unido,3
Prado de Irache,2020,Reino Unido,0
Priorat,2020,Reino Unido,1056
Rías Baixas,2020,Reino Unido,21131
Ribeira Sacra,2020,Reino Unido,72
Ribeiro,2020,Reino Unido,207
Ribera del Duero,2020,Reino Unido,4004
Ribera del Guadiana,2020,Reino Unido,6
Ribera del Júcar,2020,Reino Unido,15
Rioja,2020,Reino Unido,328100
Rueda,2020,Reino Unido,3971
Sierra de Salamanca,2020,Reino Unido,3
Sierras de Málaga,2020,Reino Unido,4
Somontano,2020,Reino Unido,1272
Tacoronte-Acentejo,2020,Reino Unido,0
Tarragona,2020,Reino Unido,21
Terra Alta,2020,Reino Unido,364
Tierra del Vino de Zamora,2020,Reino Unido,23
Toro,2020,Reino Unido,635
Uclés,2020,Reino Unido,812
Utiel-Requena,2020,Reino Unido,50821
Valdeorras,2020,Reino Unido,222
Valdepeñas,2020,Reino Unido,17991
Valencia,2020,Reino Unido,16431
Valle de Güímar,2020,Reino Unido,0
Valle de la Orotava,2020,Reino Unido,21
Valles de Benavente,2020,Reino Unido,19
Valtiendas,2020,Reino Unido,11
Vinos de Madrid,2020,Reino Unido,95
Ycoden-Daute-Isora,2020,Reino Unido,21
Yecla,2020,Reino Unido,3705
Abona,2019,Reino Unido,0
Alella,2019,Reino Unido,38
Alicante,2019,Reino Unido,858
Almansa,2019,Reino Unido,589
Arlanza,2019,Reino Unido,9
Arribes,2019,Reino Unido,12
Aylés,2019,Reino Unido,10
Bierzo,2019,Reino Unido,1043
Binissalem,2019,Reino Unido,13
Bullas,2019,Reino Unido,619
Calatayud,2019,Reino Unido,1162
Calzadilla,2019,Reino Unido,8
Campo de Borja,2019,Reino Unido,17462
Campo de la Guardia,2019,Reino Unido,19
Cangas,2019,Reino Unido,2
Cariñena,2019,Reino Unido,35918
Casa del Blanco,2019,Reino Unido,1
Cataluña,2019,Reino Unido,37325
Cava,2019,Reino Unido,155936
Cebreros,2019,Reino Unido,0
Chacolí de Álava,2019,Reino Unido,12
Chacolí de Bizkaia,2019,Reino Unido,38
Chacolí de Getaria,2019,Reino Unido,216
Cigales,2019,Reino Unido,98
Conca de Barberá,2019,Reino Unido,136
Condado de Huelva,2019,Reino Unido,17
Costers del Segre,2019,Reino Unido,358
Dehesa del Carrizal,2019,Reino Unido,4
Dominio de Valdepusa,2019,Reino Unido,0
El Hierro,2019,Reino Unido,0
El Terrerazo,2019,Reino Unido,15
Empordà,2019,Reino Unido,277
Finca Élez,2019,Reino Unido,0
Gran Canaria,2019,Reino Unido,0
Granada,2019,Reino Unido,8
Guijoso,2019,Reino Unido,0
Islas Canarias,2019,Reino Unido,6
Jerez-Xérès-Sherry,2019,Reino Unido,85972
Jumilla,2019,Reino Unido,16965
La Gomera,2019,Reino Unido,0
La Mancha,2019,Reino Unido,8840
La Palma,2019,Reino Unido,6
Lanzarote,2019,Reino Unido,0
Lebrija,2019,Reino Unido,0
León,2019,Reino Unido,235
Los Balagueses,2019,Reino Unido,2
Málaga,2019,Reino Unido,2
Manchuela,2019,Reino Unido,148
Manzanilla S.B.,2019,Reino Unido,1757
Méntrida,2019,Reino Unido,91
Mondéjar,2019,Reino Unido,0
Monterrei,2019,Reino Unido,533
Montilla-Moriles,2019,Reino Unido,2292
Montsant,2019,Reino Unido,2042
Navarra,2019,Reino Unido,11453
Pago de Arínzano,2019,Reino Unido,4
Pago de Otazu,2019,Reino Unido,4
Pago Florentino,2019,Reino Unido,78
Penedés,2019,Reino Unido,722
Pla de Bages,2019,Reino Unido,14
Pla i Llevant,2019,Reino Unido,0
Prado de Irache,2019,Reino Unido,0
Priorat,2019,Reino Unido,785
Rías Baixas,2019,Reino Unido,18194
Ribeira Sacra,2019,Reino Unido,175
Ribeiro,2019,Reino Unido,328
Ribera del Duero,2019,Reino Unido,3695
Ribera del Guadiana,2019,Reino Unido,31
Ribera del Júcar,2019,Reino Unido,32
Rioja,2019,Reino Unido,295789
Rueda,2019,Reino Unido,3283
Sierra de Salamanca,2019,Reino Unido,3
Sierras de Málaga,2019,Reino Unido,3
Somontano,2019,Reino Unido,0
Tacoronte-Acentejo,2019,Reino Unido,0
Tarragona,2019,Reino Unido,36
Terra Alta,2019,Reino Unido,595
Tierra del Vino de Zamora,2019,Reino Unido,23
Toro,2019,Reino Unido,1776
Uclés,2019,Reino Unido,933
Utiel-Requena,2019,Reino Unido,42639
Valdeorras,2019,Reino Unido,501
Valdepeñas,2019,Reino Unido,26459
Valencia,2019,Reino Unido,19673
Valle de Güímar,2019,Reino Unido,0
Valle de la Orotava,2019,Reino Unido,66
Valles de Benavente,2019,Reino Unido,11
Valtiendas,2019,Reino Unido,0
Vinos de Madrid,2019,Reino Unido,105
Ycoden-Daute-Isora,2019,Reino Unido,27
Yecla,2019,Reino Unido,3309
Abona,2018,Reino Unido,0
Alella,2018,Reino Unido,38
Alicante,2018,Reino Unido,749
Almansa,2018,Reino Unido,43
Arlanza,2018,Reino Unido,0
Arribes,2018,Reino Unido,46
Aylés,2018,Reino Unido,9
Bierzo,2018,Reino Unido,1137
Binissalem,2018,Reino Unido,9
Bullas,2018,Reino Unido,194
Calatayud,2018,Reino Unido,757
Calzadilla,2018,Reino Unido,9
Campo de Borja,2018,Reino Unido,25114
Campo de la Guardia,2018,Reino Unido,3
Cangas,2018,Reino Unido,0
Cariñena,2018,Reino Unido,40546
Casa del Blanco,2018,Reino Unido,0
Cataluña,2018,Reino Unido,36358
Cava,2018,Reino Unido,170422
Chacolí de Álava,2018,Reino Unido,8
Chacolí de Bizkaia,2018,Reino Unido,54
Chacolí de Getaria,2018,Reino Unido,195
Cigales,2018,Reino Unido,99
Conca de Barberá,2018,Reino Unido,124
Condado de Huelva,2018,Reino Unido,22
Costers del Segre,2018,Reino Unido,716
Dehesa del Carrizal,2018,Reino Unido,7
Dominio de Valdepusa,2018,Reino Unido,0
El Hierro,2018,Reino Unido,0
El Terrerazo,2018,Reino Unido,2
Empordà,2018,Reino Unido,182
Finca Élez,2018,Reino Unido,0
Gran Canaria,2018,Reino Unido,0
Granada,2018,Reino Unido,0
Guijoso,2018,Reino Unido,0
Islas Canarias,2018,Reino Unido,27
Jerez-Xérès-Sherry,2018,Reino Unido,83354
Jumilla,2018,Reino Unido,16352
La Gomera,2018,Reino Unido,0
La Mancha,2018,Reino Unido,10993
La Palma,2018,Reino Unido,3
Lanzarote,2018,Reino Unido,0
Lebrija,2018,Reino Unido,0
Los Balagueses,2018,Reino Unido,0
Málaga,2018,Reino Unido,25
Manchuela,2018,Reino Unido,197
Manzanilla S.B.,2018,Reino Unido,2225
Méntrida,2018,Reino Unido,17
Mondéjar,2018,Reino Unido,0
Monterrei,2018,Reino Unido,695
Montilla-Moriles,2018,Reino Unido,2203
Montsant,2018,Reino Unido,514
Navarra,2018,Reino Unido,14652
Pago de Arínzano,2018,Reino Unido,1
Pago de Otazu,2018,Reino Unido,4
Pago Florentino,2018,Reino Unido,0
Penedés,2018,Reino Unido,928
Pla de Bages,2018,Reino Unido,14
Pla i Llevant,2018,Reino Unido,14
Prado de Irache,2018,Reino Unido,0
Priorat,2018,Reino Unido,1261
Rías Baixas,2018,Reino Unido,15015
Ribeira Sacra,2018,Reino Unido,131
Ribeiro,2018,Reino Unido,299
Ribera del Duero,2018,Reino Unido,3680
Ribera del Guadiana,2018,Reino Unido,11
Ribera del Júcar,2018,Reino Unido,8
Rioja,2018,Reino Unido,320739
Rueda,2018,Reino Unido,7828
Sierra de Salamanca,2018,Reino Unido,5
Sierras de Málaga,2018,Reino Unido,8
Somontano,2018,Reino Unido,1843
Tacoronte-Acentejo,2018,Reino Unido,0
Tarragona,2018,Reino Unido,231
Terra Alta,2018,Reino Unido,357
Tierra de León,2018,Reino Unido,0
Tierra del Vino de Zamora,2018,Reino Unido,23
Toro,2018,Reino Unido,1910
Uclés,2018,Reino Unido,839
Utiel-Requena,2018,Reino Unido,56004
Valdeorras,2018,Reino Unido,456
Valdepeñas,2018,Reino Unido,31457
Valencia,2018,Reino Unido,18067
Valle de Güímar,2018,Reino Unido,0
Valle de la Orotava,2018,Reino Unido,7
Valles de Benavente,2018,Reino Unido,5
Valtiendas,2018,Reino Unido,3
Vinos de Madrid,2018,Reino Unido,69
Ycoden-Daute-Isora,2018,Reino Unido,12
Yecla,2018,Reino Unido,3551
Abona,2017,Reino Unido,0
Alella,2017,Reino Unido,0
Alicante,2017,Reino Unido,806
Almansa,2017,Reino Unido,75
Arlanza,2017,Reino Unido,53
Arribes,2017,Reino Unido,4
Aylés,2017,Reino Unido,15
Bierzo,2017,Reino Unido,1054
Binissalem,2017,Reino Unido,1
Bullas,2017,Reino Unido,291
Calatayud,2017,Reino Unido,1027
Calzadilla,2017,Reino Unido,0
Campo de Borja,2017,Reino Unido,24500
Campo de la Guardia,2017,Reino Unido,0
Cangas,2017,Reino Unido,0
Cariñena,2017,Reino Unido,58776
Casa del Blanco,2017,Reino Unido,0
Cataluña,2017,Reino Unido,44188
Cava,2017,Reino Unido,197341
Chacolí de Álava,2017,Reino Unido,21
Chacolí de Bizkaia,2017,Reino Unido,72
Chacolí de Getaria,2017,Reino Unido,152
Cigales,2017,Reino Unido,127
Conca de Barberá,2017,Reino Unido,28
Condado de Huelva,2017,Reino Unido,0
Costers del Segre,2017,Reino Unido,410
Dehesa del Carrizal,2017,Reino Unido,0
Dominio de Valdepusa,2017,Reino Unido,2
El Hierro,2017,Reino Unido,0
El Terrerazo,2017,Reino Unido,88
Empordà,2017,Reino Unido,249
Finca Élez,2017,Reino Unido,0
Gran Canaria,2017,Reino Unido,0
Granada,2017,Reino Unido,0
Guijoso,2017,Reino Unido,0
Islas Canarias,2017,Reino Unido,10
Jerez-Xérès-Sherry,2017,Reino Unido,94555
Jumilla,2017,Reino Unido,17645
La Gomera,2017,Reino Unido,0
La Mancha,2017,Reino Unido,11833
La Palma,2017,Reino Unido,0
Lanzarote,2017,Reino Unido,0
Lebrija,2017,Reino Unido,0
Los Balagueses,2017,Reino Unido,2
Málaga,2017,Reino Unido,54
Manchuela,2017,Reino Unido,161
Manzanilla S.B.,2017,Reino Unido,2269
Méntrida,2017,Reino Unido,51
Mondéjar,2017,Reino Unido,0
Monterrei,2017,Reino Unido,931
Montilla-Moriles,2017,Reino Unido,3780
Montsant,2017,Reino Unido,436
Navarra,2017,Reino Unido,16144
Pago de Arínzano,2017,Reino Unido,17
Pago de Otazu,2017,Reino Unido,2
Pago Florentino,2017,Reino Unido,1
Penedés,2017,Reino Unido,801
Pla de Bages,2017,Reino Unido,25
Pla i Llevant,2017,Reino Unido,9
Prado de Irache,2017,Reino Unido,0
Priorat,2017,Reino Unido,1562
Rías Baixas,2017,Reino Unido,13736
Ribeira Sacra,2017,Reino Unido,105
Ribeiro,2017,Reino Unido,278
Ribera del Duero,2017,Reino Unido,4963
Ribera del Guadiana,2017,Reino Unido,23
Ribera del Júcar,2017,Reino Unido,9
Rioja,2017,Reino Unido,347610
Rueda,2017,Reino Unido,2800
Sierra de Salamanca,2017,Reino Unido,6
Sierras de Málaga,2017,Reino Unido,3
Somontano,2017,Reino Unido,964
Tacoronte-Acentejo,2017,Reino Unido,0
Tarragona,2017,Reino Unido,279
Terra Alta,2017,Reino Unido,1334
Tierra de León,2017,Reino Unido,5
Tierra del Vino de Zamora,2017,Reino Unido,36
Toro,2017,Reino Unido,1594
Uclés,2017,Reino Unido,992
Utiel-Requena,2017,Reino Unido,4389
Valdeorras,2017,Reino Unido,652
Valdepeñas,2017,Reino Unido,28478
Valencia,2017,Reino Unido,21374
Valle de Güímar,2017,Reino Unido,0
Valle de la Orotava,2017,Reino Unido,33
Valles de Benavente,2017,Reino Unido,3
Valtiendas,2017,Reino Unido,0
Vinos de Madrid,2017,Reino Unido,48
Ycoden-Daute-Isora,2017,Reino Unido,5
Yecla,2017,Reino Unido,2765
Abona,2016,Reino Unido,0
Alella,2016,Reino Unido,0
Alicante,2016,Reino Unido,695
Almansa,2016,Reino Unido,139
Arlanza,2016,Reino Unido,45
Arribes,2016,Reino Unido,43
Aylés,2016,Reino Unido,8
Bierzo,2016,Reino Unido,1095
Binissalem,2016,Reino Unido,56
Bullas,2016,Reino Unido,384
Calatayud,2016,Reino Unido,1244
Calzadilla,2016,Reino Unido,0
Campo de Borja,2016,Reino Unido,23994
Campo de la Guardia,2016,Reino Unido,0
Cangas,2016,Reino Unido,0
Cariñena,2016,Reino Unido,61969
Casa del Blanco,2016,Reino Unido,2
Cataluña,2016,Reino Unido,41017
Cava,2016,Reino Unido,203700
Chacolí de Álava,2016,Reino Unido,10
Chacolí de Bizkaia,2016,Reino Unido,46
Chacolí de Getaria,2016,Reino Unido,249
Cigales,2016,Reino Unido,198
Conca de Barberá,2016,Reino Unido,54
Condado de Huelva,2016,Reino Unido,0
Costers del Segre,2016,Reino Unido,634
Dehesa del Carrizal,2016,Reino Unido,0
Dominio de Valdepusa,2016,Reino Unido,4
El Hierro,2016,Reino Unido,0
El Terrerazo,2016,Reino Unido,0
Empordà,2016,Reino Unido,108
Finca Élez,2016,Reino Unido,0
Gran Canaria,2016,Reino Unido,0
Granada,2016,Reino Unido,0
Guijoso,2016,Reino Unido,0
Islas Canarias,2016,Reino Unido,27
Jerez-Xérès-Sherry,2016,Reino Unido,98801
Jumilla,2016,Reino Unido,22685
La Gomera,2016,Reino Unido,0
La Mancha,2016,Reino Unido,9980
La Palma,2016,Reino Unido,0
Lanzarote,2016,Reino Unido,0
Lebrija,2016,Reino Unido,0
Los Balagueses,2016,Reino Unido,0
Málaga,2016,Reino Unido,11
Manchuela,2016,Reino Unido,168
Manzanilla S.B.,2016,Reino Unido,2593
Méntrida,2016,Reino Unido,69
Mondéjar,2016,Reino Unido,0
Monterrei,2016,Reino Unido,581
Montilla-Moriles,2016,Reino Unido,2924
Montsant,2016,Reino Unido,526
Navarra,2016,Reino Unido,16887
Pago de Arínzano,2016,Reino Unido,0
Pago de Otazu,2016,Reino Unido,4
Pago Florentino,2016,Reino Unido,2
Penedés,2016,Reino Unido,859
Pla de Bages,2016,Reino Unido,39
Pla i Llevant,2016,Reino Unido,0
Prado de Irache,2016,Reino Unido,0
Priorat,2016,Reino Unido,2191
Rías Baixas,2016,Reino Unido,11039
Ribeira Sacra,2016,Reino Unido,192
Ribeiro,2016,Reino Unido,259
Ribera del Duero,2016,Reino Unido,5087
Ribera del Guadiana,2016,Reino Unido,11
Ribera del Júcar,2016,Reino Unido,1
Rioja,2016,Reino Unido,358702
Rueda,2016,Reino Unido,5958
Sierra de Salamanca,2016,Reino Unido,12
Sierras de Málaga,2016,Reino Unido,31
Somontano,2016,Reino Unido,1364
Tacoronte-Acentejo,2016,Reino Unido,0
