DOPs;Año;Alemania;Austria;Bélgica;Bulgaria;Chipre;Croacia;Dinamarca;Eslovaquia;Eslovenia;Estonia;Finlandia;Francia;Grecia;Holanda;Hungria;Irlanda;Italia;Letonia;Lituania;Luxemburgo;Malta;Polonia;Portugal;Repùblica Checa;Rumania;Suecia;Noruega;Suiza;Reino Unido;Rusia;Resto Europa no E.U.;Argentina;Brasil;Canadá;Colombia;EE.UU.;México;Venezuela;Resto América;Corea;China;India;Japón;Resto Asia;Australia;Resto Oceanía;Resto países;Blanco;Rosado;Tinto;De licor;Espumoso;Deaguja;Otros;€/hl
Pago de Otazu;2017;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;2;2;0;0;0;0;17;0;3;4;1;2;0;62;0;0;3;0;0;0;16;0;86;0;0;0;0;2367,166667
Pago Florentino;2017;31;0;11;2;1;0;16;0;0;0;0;17;2;1;0;1;0;0;0;5;0;8;0;2;0;1;0;16;1;32;0;0;6;0;1;38;0;0;1;20;25;0;25;44;0;0;0;0;0;307;0;0;0;0;924,4299674
Penedés;2017;6131;93;3326;8;26;9;945;6;1;312;1467;313;16;1447;7;221;65;337;692;40;6;510;26;130;6;2898;1147;811;801;54;1136;0;2534;3950;253;2448;783;7;1815;239;2366;71;2165;1121;24;21;458;15785;3441;20317;0;12;1687;0;891,6255274
Pla de Bages;2017;92;0;1;0;0;0;21;0;0;4;4;56;0;228;0;5;2;0;6;0;0;6;0;9;2;26;0;127;25;17;29;0;15;8;14;57;39;0;17;0;98;0;4;7;0;0;7;178;26;722;0;0;0;0;637,1198704
Pla i Llevant;2017;1173;203;0;0;0;0;37;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;4;0;17;0;170;9;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;416;389;831;0;1;0;0;591,8087966
Prado de Irache;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2017;2129;211;1055;0;30;2;834;1;0;25;121;545;12;392;5;161;13;12;40;47;2;156;19;11;0;1125;216;2883;1562;325;111;7;195;559;16;4231;293;0;176;92;664;0;273;381;79;12;7;651;35;18317;0;0;0;27;1060,462218
Rías Baixas;2017;1984;86;776;4;13;6;622;6;1;31;260;787;1;2160;4;2249;98;30;18;18;7;732;27;29;4;711;993;1529;13736;664;549;5;144;1354;193;21829;2427;132;4768;0;371;0;1060;288;534;69;100;61409;0;0;0;0;0;0;552
Ribeira Sacra;2017;29;6;21;0;0;0;30;0;0;0;0;76;0;17;0;2;7;0;0;4;0;5;4;1;1;0;115;99;105;0;15;0;5;85;0;599;5;11;10;0;74;0;0;10;96;0;1;138;0;1295;0;0;0;0;1197,822749
Ribeiro;2017;4316;0;1633;1;0;0;165;0;0;2;0;12;0;186;0;30;1;1;0;0;0;15;0;7;12;0;8;155;278;0;58;0;8;88;5;464;108;0;27;0;128;0;361;0;35;0;0;7918;0;186;0;0;0;0;1505,997532
Ribera del Duero;2017;17617;712;3926;36;23;4;5477;40;5;209;469;2399;124;10996;26;778;86;215;582;252;18;1006;676;554;16;2414;1009;24;4963;14784;472;33;1411;2921;434;6139;7105;122;1694;262;5701;3;513;782;268;28;830;0;0;98158;0;0;0;0;815,9291245
Ribera del Guadiana;2017;103;3;33;0;0;0;45;0;0;0;0;2;0;22;0;6;0;0;0;0;0;5;0;4;0;1;0;28;23;0;0;0;7;143;29;0;0;0;25;0;15115;0;7;0;0;0;142;34;0;15709;0;0;0;0;296,8001016
Ribera del Júcar;2017;635;2;21;0;0;0;0;0;0;0;0;61;0;105;0;0;0;0;0;0;0;2;4;0;0;0;0;216;9;0;13;0;255;42;0;348;0;4;41;0;1335;0;90;11;9;0;14;101;65;3051;0;0;0;0;299,7510103
Rioja;2017;167555;7633;24198;104;328;28;11755;265;87;1324;5100;20931;200;35239;73;23570;1276;8450;2731;1581;202;12587;132;2818;306;33154;12988;56068;347610;24065;6988;197;4080;32566;3295;99523;24505;154;15163;1557;37229;62;5417;11396;5681;456;2640;59430;49501;944336;0;0;0;0;454,1628884
Rueda;2017;11270;164;2991;15;20;1;792;16;0;130;48;821;1;12735;26;446;24;32;499;34;52;263;30;53;33;731;401;3656;2800;2009;225;16;203;923;290;5456;1080;0;1053;67;490;10;717;154;204;0;0;49272;241;1383;0;85;0;0;280
Sierra de Salamanca;2017;80;0;3;0;0;0;5;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;0;5;0;0;134;4;0;6;0;21;0;5;0;3;1;0;0;1;286;0;0;0;0;1185,114983
Sierras de Málaga;2017;40;0;18;0;0;0;38;0;0;0;0;65;0;0;0;5;0;0;0;7;0;1;0;1;0;5;12;61;3;0;37;0;0;30;0;347;0;0;0;0;9;0;9;13;0;0;0;449;24;228;0;0;0;0;2086,733238
Somontano;2017;6954;268;6391;13;0;0;1528;0;1;33;10;322;34;4719;1263;310;0;14;105;1;10;271;0;11;0;462;17;942;964;1641;351;0;0;165;155;970;1085;0;415;91;1426;2;693;145;0;0;884;8652;5817;18197;0;0;0;0;350
Tacoronte-Acentejo;2017;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;1658,181818
Tarragona;2017;179;5;532;27;0;0;97;109;0;26;0;745;0;322;54;175;65;24;3;0;0;497;0;1;63;0;19;12;279;0;0;0;23;5;0;40;11;0;17;0;732;0;314;63;0;0;0;450;46;3116;739;88;0;0;98,1527371
Terra Alta;2017;1093;1;275;0;0;0;105;9;0;0;45;108;0;1836;92;38;3;257;59;8;0;39;0;0;0;80;32;178;1334;0;80;0;32;77;43;2026;22;0;7;0;210;0;214;110;21;4;0;1514;283;6635;6;0;0;0;318,6141266
Tierra de León;2017;1;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;11;0;0;262;0;0;0;0;19;0;0;0;0;0;0;14;17;278;0;0;0;0;350
Tierra del Vino de Zamora;2017;60;0;5;0;0;0;5;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;36;33;0;0;48;16;0;125;0;0;0;0;29;0;7;0;0;0;0;96;0;283;0;0;0;0;927,8548813
Toro;2017;5657;1434;1434;0;0;0;1035;0;0;0;239;1196;0;1673;0;239;319;0;0;159;0;478;319;0;0;159;195;3896;1594;0;0;0;195;195;0;7597;0;0;0;0;6721;0;682;0;0;0;0;1417;1065;32934;0;0;0;0;466,6616783
Uclés;2017;1744;64;369;1;0;0;967;0;0;0;0;93;0;8254;0;189;0;11;9;0;0;902;0;5;14;0;0;325;992;4;24;0;0;2;14;189;5;7;12;48;1631;0;187;64;0;0;338;2340;678;13446;0;0;0;0;264,9274174
Utiel-Requena;2017;9702;6;14588;3;3;0;1256;2;0;263;1492;56423;0;6233;7;2691;12;981;473;9;0;3402;0;100;23;1925;4746;3811;4389;7033;210;0;9325;6021;114;5884;431;0;163;0;9709;0;1571;995;35;6;763;14649;19467;120684;0;0;0;0;302,7845413
Valdeorras;2017;182;3;54;0;18;0;75;0;0;0;5;18;0;247;0;41;1;0;8;0;0;25;6;1;8;45;33;86;652;25;0;0;32;168;0;1156;13;0;69;0;0;0;133;25;69;9;0;2529;0;678;0;0;0;0;0
Valdepeñas;2017;33797;1547;4635;78;0;0;4603;882;0;1645;1844;2113;0;8661;175;1689;39;1090;2407;156;0;2581;0;15975;0;1599;11;14648;28478;19017;3179;0;3455;5759;17;56;3065;0;2146;692;23442;0;14132;542;76;21;228;25679;7107;171694;0;0;0;0;219,5165395
Valencia;2017;63087;1394;18026;95;12;113;7866;49;14;8542;7834;30572;0;13523;172;574;89;7786;2960;43;257;5526;594;1885;218;12553;10759;2216;21374;24759;3365;0;2523;5477;1266;12747;3348;23;1888;1059;36395;0;22758;2443;455;57;1976;84772;16571;212907;12822;3280;1509;6811;0
Valle de Güímar;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Valle de la Orotava;2017;44;4;10;0;0;0;5;2;0;0;0;14;0;15;0;9;7;0;0;0;0;0;3;3;0;18;70;21;33;0;0;0;0;24;0;170;0;0;0;14;12;0;0;0;13;0;0;74;8;409;0;0;0;0;799,1894094
Valles de Benavente;2017;213;0;13;0;0;0;3;0;0;0;0;0;0;67;0;0;0;0;0;0;0;2;0;0;0;0;0;102;3;0;0;0;0;0;0;0;0;0;0;0;221;0;2;0;0;0;0;10;302;314;0;0;0;0;298,35623
Valtiendas;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vinos de Madrid;2017;510;4;32;0;0;0;78;0;0;0;0;11;0;32;0;4;13;0;0;6;0;4;3;4;0;122;58;213;48;82;21;0;0;14;0;3181;10;0;17;5;385;0;45;10;83;0;0;489;270;4236;0;0;0;0;343,4212212
Ycoden-Daute-Isora;2017;0;4;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;0;0;0;0;117;0;0;9;0;5;0;2;3;3;0;0;64;0;95;0;0;0;0;849,918239
Yecla;2017;8068;57;1308;0;0;0;15027;5;16;0;18;291;0;641;0;100;2;191;771;28;16;340;6;38;0;25;301;1604;2765;100;31;0;707;7035;0;8862;41;1545;18;502;3869;0;4370;1083;142;170;0;2736;1269;56055;33;0;0;0;201,6614248
Abona;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alella;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alicante;2016;6780;0;920;1;0;0;797;0;0;46;907;1664;0;1435;0;11;189;520;452;84;16;1501;0;16;2;1504;34;1027;695;829;69;0;45;805;89;4155;53;0;64;68;6344;0;1315;1174;17;5;1825;4360;769;29642;99;588;0;0;0
Almansa;2016;3343;43;258;13;0;1;309;0;0;1513;5351;64;0;1001;0;5;20;0;110;0;0;84;0;1;15;0;261;1287;139;5;83;0;189;7684;20;2837;41;0;11;50;1844;0;1711;512;102;47;0;1321;112;27521;0;0;0;0;281,6275126
Arlanza;2016;11;0;13;0;1;0;11;0;0;0;0;13;0;7;0;0;0;0;0;1;0;3;0;1;0;4;0;6;45;0;0;0;0;26;0;43;7;0;0;0;131;0;28;0;4;0;0;0;53;302;0;0;0;0;347,515493
Arribes;2016;0;0;0;0;0;0;0;0;0;0;0;35;0;11;0;0;0;0;0;0;0;0;0;41;0;4;0;0;43;0;0;0;0;0;5;21;0;0;0;0;559;0;5;0;0;0;0;49;0;675;0;0;0;0;300
Aylés;2016;26;0;19;0;0;0;7;0;0;4;0;1;0;6;0;0;0;5;0;0;0;0;0;23;0;0;0;73;8;0;2;0;0;79;4;7;0;0;0;0;57;0;0;4;0;0;0;0;15;310;0;0;0;0;647,24
Bierzo;2016;4641;137;495;0;0;0;542;0;0;12;53;317;2;919;198;40;24;0;3;18;1;230;2;298;8;257;71;484;1095;245;55;0;291;1057;0;3734;133;6;155;0;991;0;417;455;59;27;0;1346;1483;14643;0;0;0;0;407,9794528
Binissalem;2016;945;0;1;0;0;0;34;0;0;0;0;2;0;0;0;0;0;0;0;18;0;0;0;1;0;2;0;619;56;0;2;0;0;0;0;5;0;0;3;0;0;0;9;0;0;0;17;117;265;1330;0;2;0;0;745,4626604
Bullas;2016;302;0;37;0;0;0;72;0;0;0;0;79;0;179;0;16;0;0;0;0;0;271;0;0;0;0;0;14;384;188;0;0;16;0;0;436;0;0;9;0;138;259;0;0;0;0;0;203;262;1935;0;0;0;0;349,16
Calatayud;2016;2727;0;422;1;0;0;681;0;7;187;600;4517;0;1549;0;2217;28;0;1;34;0;37;9;3;0;78;6297;263;1244;468;1;0;1168;3768;0;19298;122;0;4;263;937;0;1242;13;126;83;4;1106;372;45182;0;1739;0;0;263,6159425
Calzadilla;2016;14;0;9;0;0;0;0;0;0;0;0;6;0;8;0;0;0;0;0;0;0;0;0;0;0;0;7;32;0;0;0;0;0;13;0;13;0;0;0;0;0;0;2;0;14;0;0;0;0;118;0;0;0;0;974,5762712
Campo de Borja;2016;7364;4;2577;0;0;0;2121;39;0;74;0;669;0;3322;14;390;0;34;12;20;0;392;0;30;18;1068;56;1170;23994;3296;143;0;159;9809;0;15797;340;0;322;76;8974;203;2691;1221;1628;428;302;3853;12283;72610;11;0;0;0;232,798506
Campo de la Guardia;2016;25;0;8;0;0;0;16;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;87;0;3;0;2;0;0;5;0;149;0;0;0;0;658,4350649
Cangas;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;6;0;35;0;0;0;0;685,2682927
Cariñena;2016;49357;440;4960;18;0;0;2420;0;0;16;92;4886;0;9462;27;1295;6973;285;32;427;0;8152;303;1177;67;2027;259;2714;61969;19340;738;0;787;21479;243;22626;645;0;4627;671;24964;0;5402;4885;354;372;251;21784;6140;236816;2;0;0;0;212,4325268
Casa del Blanco;2016;2;3;32;0;0;0;0;0;0;0;0;0;0;37;0;2;0;0;0;0;0;2;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;183;0;1;0;0;0;0;52;0;222;0;0;0;0;767,7664234
Cataluña;2016;21544;311;4386;219;94;14;11993;0;15;2305;6125;3355;497;25825;21;5102;653;1244;6506;93;148;1554;154;224;105;11155;5174;6194;41017;2208;3244;0;2067;6182;265;7930;5414;28;5556;690;9471;400;4964;5703;371;166;13416;100649;12738;110715;0;0;0;0;294,4190413
Cava;2016;237844;7646;233412;218;226;733;13130;242;1210;7689;23888;62797;408;25214;285;1219;2764;1399;4441;2926;56;5226;3030;2049;195;24785;11912;22664;203700;5789;7681;684;7742;17749;869;154051;2816;447;14861;2408;3994;82;64040;10326;6008;997;2514;0;0;0;0;1204366;0;0;302,8969757
Chacolí de Álava;2016;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;10;5;0;0;5;30;5;138;5;0;0;0;0;0;15;0;0;0;0;225;0;0;0;0;0;0;51,6
Chacolí de Bizkaia;2016;23;0;6;0;0;0;8;0;0;0;0;1;0;13;0;1;1;0;0;0;0;1;0;2;0;3;4;7;46;12;0;0;3;7;0;256;10;0;0;0;2;0;23;0;5;0;0;393;0;41;0;0;0;0;790,1497696
Chacolí de Getaria;2016;33;0;14;0;0;0;2;0;0;0;20;407;0;71;0;10;4;0;0;0;0;1;0;0;0;57;4;0;249;2;5;0;0;20;0;2169;23;0;0;0;0;0;164;13;27;0;0;2091;1102;8;0;93;0;1;579,6661608
Cigales;2016;1178;19;1977;10;0;0;104;2;0;15;167;1;0;295;0;34;0;9;7;127;0;37;0;0;0;53;15;1291;198;0;38;0;0;10;0;286;155;0;28;0;463;0;28;109;0;0;2;0;540;6118;0;0;0;0;510,6525984
Conca de Barberá;2016;115;8;47;0;0;0;43;0;0;2;10;31;0;41;0;2;0;0;531;0;0;8;0;0;0;14;7;45;54;0;9;0;0;242;0;362;63;0;8;1;4;0;28;18;0;0;204;494;128;1275;0;0;0;0;524,9356879
Condado de Huelva;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;0;0;0;129,9382239
Costers del Segre;2016;1231;18;649;44;0;9;808;13;0;366;2822;74;0;1122;1;108;9;30;25;0;0;85;0;35;12;229;1;481;634;5;87;0;17;1940;13;196;5;0;41;37;951;0;193;144;3;2;41;3185;885;8251;0;160;0;0;405,5318484
Dehesa del Carrizal;2016;18;0;15;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;5;28;0;0;23;1;10;0;0;13;0;110;0;0;0;0;730,4715447
Dominio de Valdepusa;2016;456;0;4;0;0;0;110;3;0;5;0;1;0;0;1;0;0;0;1;35;0;8;0;2;0;0;0;54;4;9;5;0;20;0;19;118;28;26;37;0;10;0;106;3;0;0;0;0;0;1065;0;0;0;0;851,9971831
El Hierro;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2016;40;38;32;0;0;0;27;0;0;0;2;5;0;21;0;0;0;0;0;0;0;2;0;0;0;2;71;54;0;0;0;0;0;0;0;184;3;0;5;0;0;0;13;1;2;2;0;0;0;504;0;0;0;0;803,2043651
Empordà;2016;627;67;384;0;0;3;157;5;0;86;151;509;0;359;3;50;1;0;1;1;0;82;0;21;0;259;340;645;108;0;71;0;0;565;0;810;2;0;146;141;245;0;166;159;16;7;0;882;536;4650;52;67;0;0;0
Finca Élez;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;5;0;13;0;0;0;0;17;0;91;0;0;0;0;639,7222222
Gran Canaria;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;633,942623
Granada;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guijoso;2016;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;24;0;0;0;0;682,5
Islas Canarias;2016;8;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;27;0;0;0;0;9;0;19;0;0;3;0;0;0;0;0;0;2;0;78;1;17;0;0;0;0;1014,90625
Jerez-Xérès-Sherry;2016;23653;547;6740;0;11;4;1611;35;1;53;1374;8321;44;55097;55;1448;256;104;280;193;35;202;71;180;18;1997;356;261;98801;223;254;27;84;2926;243;12457;697;128;820;49;404;0;960;599;893;191;73;0;0;0;222776;0;0;0;299,9969027
Jumilla;2016;10387;45;1465;17;2;1;2796;21;0;118;319;1420;0;6967;11;869;66;1600;3716;45;0;2013;0;1304;281;1031;101;13536;22685;1829;804;0;901;6157;0;20642;200;0;260;0;22372;0;3354;920;187;338;5457;6740;2184;124043;27;0;0;1243;203,4455478
La Gomera;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Mancha;2016;47961;841;2001;32;51;230;616;11;0;46;2;1054;343;8328;6;696;273;4734;8511;13;56;2269;9;682;0;1289;69;1490;9980;2265;2054;3;1098;856;84;7080;4314;0;2635;150;44160;0;6244;3941;54;112;7036;40536;7830;125276;0;37;0;0;197,4809332
La Palma;2016;5;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;6;0;0;0;0;679,4117647
Lanzarote;2016;73;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;100;0;0;0;0;0;0;0;0;0;0;0;75;86;20;0;0;0;0;928,7237569
Lebrija;2016;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;287,5
Los Balagueses;2016;7;0;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;6;0;23;0;0;0;0;773,7931034
Málaga;2016;1125;372;66;0;0;0;1;0;0;0;83;3266;0;3;0;1;35;0;0;0;0;373;0;6;2;3;11;111;11;0;334;0;0;0;0;61;0;0;100;0;1;0;2;2;5;1;0;0;0;0;5975;0;0;0;552,7427615
Manchuela;2016;468;65;51;0;0;0;51;9;0;0;0;75;0;339;33;19;0;0;0;3;0;51;0;40;0;181;5;177;168;0;0;0;4;59;0;440;109;0;1;3;3507;0;783;0;25;0;17;987;245;5451;0;0;0;0;273,599581
Manzanilla S.B.;2016;348;12;351;0;0;0;16;0;0;1;41;220;7;911;1;7;5;10;49;0;0;1;6;0;0;129;26;30;2593;7;14;0;10;81;3;584;26;0;7;3;11;0;327;17;41;6;1;0;0;0;5902;0;0;0;299,8968146
Méntrida;2016;517;3;80;0;0;0;9;3;0;0;5;37;0;25;0;8;0;0;0;0;0;1;0;0;0;25;0;39;69;12;0;0;68;72;0;118;4;0;31;0;277;0;23;3;5;6;0;47;11;1382;0;0;0;0;451,2347222
Mondéjar;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2016;544;6;75;0;0;0;57;0;0;0;0;19;0;516;0;71;0;0;0;0;0;2;0;0;0;0;1;19;581;7;36;0;1;18;4;164;0;0;1;0;34;0;87;4;9;0;0;2031;0;225;0;0;0;0;473,731383
Montilla-Moriles;2016;467;89;586;0;0;0;400;0;0;0;21;318;0;6226;0;3;99;1;123;1;1;12;1;3014;9;45;1;20;2924;0;771;0;0;376;0;410;0;0;813;0;46;0;53;36;135;9;2;13323;0;0;3689;0;0;0;265,6099224
Montsant;2016;2793;103;779;2;0;0;631;0;0;29;54;128;0;392;4;55;0;2;38;37;0;205;0;22;5;231;62;678;526;93;259;0;169;1185;3;4080;62;0;80;20;455;0;761;238;109;7;5;808;717;12724;53;0;0;0;246,009649
Navarra;2016;29028;759;4358;52;309;20;816;187;75;102;1797;3390;168;11825;0;937;287;76;232;118;2;2332;0;490;3;113;3920;9322;16887;891;599;25;645;3739;130;6538;2147;498;1269;105;20310;0;2396;1483;449;94;208;14294;16245;93850;4742;0;0;0;0
Pago de Arínzano;2016;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371;4;0;0;0;0;0;0;0;0;0;0;148;0;305;0;0;0;0;1230,633554
Pago de Otazu;2016;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;4;0;0;0;0;49;0;9;1;3;1;0;6;0;3;3;0;0;0;8;0;77;0;0;0;0;1571,917647
Pago Florentino;2016;40;0;3;0;0;0;19;0;0;0;0;0;0;4;0;5;1;0;0;14;0;6;0;1;0;1;0;30;2;25;0;0;9;0;0;53;0;0;0;12;0;0;26;51;0;0;0;0;0;302;0;0;0;0;915,0529801
Penedés;2016;6351;83;1896;4;1;7;918;10;1;266;1743;310;95;1362;11;265;130;207;798;73;4;482;17;260;8;3802;608;977;859;65;663;0;763;3427;160;2857;595;0;2323;305;2988;77;1077;937;35;24;1389;13251;3496;20848;0;1582;56;0;817,5972523
Pla de Bages;2016;127;0;45;0;0;0;36;0;0;1;20;165;0;99;0;5;10;0;5;0;0;11;0;12;0;33;0;111;39;14;41;0;20;10;0;122;35;0;11;5;76;0;9;48;0;0;4;295;49;770;0;0;0;0;602,7181329
Pla i Llevant;2016;1025;74;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;6;0;16;0;144;0;0;0;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;1;300;209;802;0;0;0;0;797,3661327
Prado de Irache;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2016;1595;168;857;0;10;1;613;1;0;36;102;363;3;442;3;108;21;11;27;41;1;273;2;18;11;818;160;2705;2191;159;108;4;63;697;5;3705;284;7;132;120;681;13;234;302;57;22;6;610;19;16540;0;0;0;11;1077,755937
Rías Baixas;2016;5309;41;787;10;13;1;519;5;0;37;221;270;0;2418;4;1700;131;47;17;33;1;709;76;63;0;889;1052;1134;11039;307;822;7;85;738;151;23701;2546;77;4206;0;361;0;1764;228;585;67;233;62404;0;0;0;0;0;0;514,9608358
Ribeira Sacra;2016;76;4;23;0;0;0;26;2;0;2;0;11;0;22;0;6;6;0;23;0;0;5;1;0;0;55;132;120;192;0;5;0;6;34;3;467;3;0;12;0;52;0;32;0;22;0;2;194;0;1150;0;0;0;0;1193,589286
Ribeiro;2016;3852;0;1546;90;0;0;181;0;0;0;0;13;0;195;0;35;1;0;0;0;0;17;0;0;0;0;22;133;259;0;43;0;0;69;13;426;52;0;38;0;0;0;363;0;32;0;0;7293;0;87;0;0;0;0;1502,078591
Ribera del Duero;2016;16064;417;2530;36;10;9;5426;33;6;183;684;2772;26;6699;28;701;98;134;190;257;28;1478;287;540;33;1973;416;15827;5087;67;439;0;592;2755;262;7001;7709;0;1990;158;4717;5;799;973;1041;43;763;0;0;91286;0;0;0;0;896,6421467
Ribera del Guadiana;2016;112;1;11;0;0;0;0;0;0;0;0;5;16;19;0;0;0;0;0;0;0;18;0;0;0;17;0;16;11;0;0;0;7;143;0;41;0;0;3;0;7692;0;27;0;0;0;142;52;0;8229;0;0;0;0;146,4686632
Ribera del Júcar;2016;425;1;21;0;0;0;9;0;0;0;0;25;0;21;0;0;12;0;0;0;0;0;1;0;0;0;0;19;1;0;0;0;168;147;5;184;23;0;12;0;681;0;62;6;0;0;0;53;21;1749;0;0;0;0;400,0800878
Rioja;2016;175643;8387;26092;93;191;19;11526;276;163;1385;3952;15383;99;39549;62;25866;759;2601;3383;1830;237;12431;172;2104;79;31411;13920;62148;358702;23926;6931;20;2929;32407;3133;100672;22773;268;14313;2070;40973;50;6225;8060;6386;457;2031;53506;49578;969003;0;0;0;0;444,3453638
Rueda;2016;17027;294;4259;66;77;3;1017;44;7;55;170;971;0;20173;29;1059;40;55;76;101;84;725;47;332;59;1257;519;6641;5958;1490;461;2;284;1603;558;9163;1521;0;1594;59;847;11;1251;422;287;12;168;78233;436;2000;0;209;0;0;259,9918025
