DOPs;Año;Alemania;Austria;Bélgica;Bulgaria;Chipre;Croacia;Dinamarca;Eslovaquia;Eslovenia;Estonia;Finlandia;Francia;Grecia;Holanda;Hungria;Irlanda;Italia;Letonia;Lituania;Luxemburgo;Malta;Polonia;Portugal;Repùblica Checa;Rumania;Suecia;Noruega;Suiza;Reino Unido;Rusia;Resto Europa no E.U.;Argentina;Brasil;Canadá;Colombia;EE.UU.;México;Venezuela;Resto América;Corea;China;India;Japón;Resto Asia;Australia;Resto Oceanía;Resto países;Blanco;Rosado;Tinto;De licor;Espumoso;Deaguja;Otros;€/hl
Alicante;2021;6893;13;1671;12;0;0;207;0;9;32;369;2127;0;1437;13;97;756;117;413;113;11;2509;0;249;0;663;49;1003;802;35;275;0;545;1294;0;3369;202;9;91;452;4530;0;523;658;18;0;1538;5033;1171;26167;150;583;0;0;221,8983507
Almansa;2021;4721;11;820;5;0;6;836;0;0;1105;6690;99;0;1730;3;8;561;381;73;4;13;339;0;14;51;1417;0;706;239;162;0;0;78;12529;33;2118;58;0;225;670;6347;0;1470;209;138;334;0;5890;321;37992;0;0;0;0;272,8623849
Arlanza;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;11;0;0;0;127;0;0;0;0;0;0;0;0;146;0;0;0;0;360
Arribes;2021;7;0;159;0;0;0;24;0;0;20;0;0;0;0;0;0;17;0;0;0;0;0;5;9;0;0;371;25;692;364;15;0;0;2;0;13;161;0;0;0;213;0;8;0;9;0;0;38;0;2076;0;0;0;0;500
Aylés;2021;114;8;29;0;0;0;0;0;0;0;0;0;0;64;0;0;1;11;117;0;0;140;0;13;1;0;0;14;6;0;5;0;0;23;0;0;0;0;4;301;10;0;10;16;0;0;0;0;42;845;0;0;0;0;568,145434
Bierzo;2021;2543;53;627;0;5;0;478;0;0;28;34;321;6;871;4;62;6;13;0;13;0;114;5;142;0;228;207;677;555;805;52;0;54;1042;0;3222;152;13;162;0;789;0;282;385;104;25;0;915;1008;12156;0;0;0;0;420
Binissalem;2021;376;0;1;0;0;0;18;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0;1;0;15;0;393;4;0;0;0;0;2;0;103;0;0;2;0;0;0;5;0;6;0;0;86;47;794;0;5;0;0;961,0150215
Bullas;2021;2568;0;0;0;0;0;204;0;0;0;0;32;0;0;0;17;0;0;18;0;0;201;0;0;0;0;1;13;195;460;0;0;0;0;0;255;0;0;0;4;0;0;133;10;11;0;0;290;135;3697;0;0;0;0;249,8379427
Calatayud;2021;2250;0;531;1;0;0;146;0;0;3;28;1496;4;399;0;123;0;94;0;26;0;75;2;7;1;52;7765;295;510;1971;8;0;172;2936;0;9962;5;41;7;51;808;0;197;24;22;83;0;1014;517;28564;0;0;0;0;370,6719056
Calzadilla;2021;32;0;4;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;4;0;0;0;23;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;5;6;0;0;0;0;89;0;0;0;0;1685,393258
Campo de Borja;2021;7318;6;953;1;0;10;1210;268;0;153;3;226;0;1922;40;223;4;23;264;9;4;207;0;47;8;54;83;1336;9784;2093;181;5;756;8657;0;14731;669;7;419;429;8722;711;1225;1151;1508;391;10;2205;5656;57896;64;0;0;0;309,4904058
Campo de la Guardia;2021;25;0;17;0;0;0;0;0;0;1;3;0;0;36;0;0;0;0;1;0;0;2;0;0;0;4;0;14;6;0;0;0;0;0;0;0;0;0;0;0;133;0;2;0;0;0;11;6;0;249;0;0;0;0;775,4313725
Cangas;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;4;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;28;0;0;0;0;854,030303
Cariñena;2021;40942;2;1682;797;0;12;1183;0;0;81;40;5977;0;4281;33;395;440;0;15;80;1;4040;0;123;14;33;1035;2326;26790;22569;2506;0;6161;23473;170;10945;2435;0;1064;2352;10349;0;1765;1414;40;7;7;13902;6245;155423;9;0;0;0;171,8109626
Casa del Blanco;2021;4;2;35;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;23;0;0;0;0;609,6666667
Cataluña;2021;12239;247;3609;204;125;11;9431;9;4;898;3629;2811;567;8611;784;2508;410;7383;2850;70;129;1141;199;137;145;10795;5753;7173;32716;1447;2591;1;1403;5447;91;1059;5374;177;2926;873;2403;231;6635;3139;189;38;1166;60377;5054;84303;0;0;44;0;290,5491327
Cava;2021;222248;10096;150882;315;195;1099;12514;1284;1106;7405;31015;71592;224;49743;295;3243;4162;5592;8416;5161;35;13513;2507;1493;519;58353;11221;17509;150670;34570;14002;228;13067;28162;1455;154642;2895;723;14966;7347;3982;39;74398;12066;5546;943;2487;0;0;0;0;1213925;0;0;276,1815524
Cebreros;2021;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;333;1020;0;0;0;0;350
Chacolí de Álava;2021;15;0;0;0;0;0;8;0;0;0;0;27;0;0;0;0;5;0;0;0;0;0;0;0;0;0;9;0;12;5;0;22;5;27;5;625;40;0;18;0;46;0;112;0;66;12;0;1059;0;0;0;0;0;0;350
Chacolí de Bizkaia;2021;14;0;13;0;0;0;2;0;0;1;4;5;0;44;0;0;1;0;0;0;0;1;0;0;0;45;5;16;37;0;3;0;4;41;0;206;0;0;18;0;0;0;72;7;17;0;0;517;0;38;0;1;0;0;798
Chacolí de Getaria;2021;56;0;22;0;5;0;9;3;0;18;33;376;0;122;2;45;5;0;7;0;0;9;0;4;0;237;300;4;302;46;7;0;0;43;0;3689;71;0;10;4;0;0;254;14;41;0;1;3768;1875;85;0;11;0;0;672,5910437
Chozas Carrascal;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cigales;2021;202;5;1364;0;0;0;112;8;0;30;24;2;0;263;0;44;0;34;42;203;2;78;0;7;960;27;19;893;68;2;56;0;14;24;0;396;104;14;0;56;181;0;0;21;0;0;0;22;194;5039;0;0;0;0;758,2492864
Conca de Barberá;2021;72;0;92;0;0;0;76;3;0;2;5;12;6;66;0;22;0;2;0;0;0;17;0;14;0;32;63;30;78;0;41;0;8;99;0;329;6;0;5;5;27;0;50;66;0;0;59;353;115;819;0;0;0;0;795,8313908
Condado de Huelva;2021;5;0;5;0;0;0;0;0;0;0;0;3;0;11;0;0;4;0;0;0;0;0;0;0;0;0;10;7;74;5;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;120;4;1;66;0;0;0;281,078534
Costers del Segre;2021;318;4;898;4;0;0;108;0;0;124;1462;118;0;639;1;16;3;0;0;0;0;42;0;8;3;140;11;420;210;167;65;0;23;30;0;1453;24;0;52;138;1254;0;432;723;0;0;72;2499;315;6147;0;1;0;0;429,2931265
Dehesa del Carrizal;2021;22;0;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;8;0;65;0;0;0;0;0;0;0;0;11;40;50;0;8;23;36;0;0;28;0;263;0;0;0;0;864,7766323
Dominio de Valdepusa;2021;34;0;0;0;0;0;3;4;0;3;0;4;0;0;0;0;0;20;0;1;0;3;0;0;0;2;0;2;8;0;3;0;0;23;0;3;13;0;29;0;0;0;4;0;0;0;0;0;0;159;0;0;0;0;940,9308176
El Hierro;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2021;9;7;3;0;0;0;104;0;0;0;0;1;0;9;0;3;0;0;0;0;0;1;0;0;0;1;3;2;0;0;6;0;0;0;2;297;2;0;2;0;4;0;7;2;1;0;0;0;0;466;0;0;0;0;643,0965665
Empordà;2021;527;10;234;15;0;0;52;2;0;0;85;123;0;243;0;5;1;0;0;0;0;25;0;12;0;67;72;615;80;12;75;0;43;233;0;559;37;0;141;242;14;0;23;144;10;3;0;472;282;2940;5;5;0;0;678,5896328
Finca Élez;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;9;0;0;0;0;12;0;13;0;0;0;0;152
Gran Canaria;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;712,6764706
Granada;2021;45;6;4;0;0;0;308;0;0;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;5;0;0;0;9;4;0;0;0;0;0;0;0;1;0;2;0;0;0;0;13;0;382;0;1;0;0;703,7878788
Guijoso;2021;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;2;0;0;0;0;2;3;0;1;0;0;0;5;25;0;0;0;0;0;0;7;0;40;0;0;0;0;860,212766
Islas Canarias;2021;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;12;0;16;0;0;27;0;85;0;38;0;0;0;0;0;2;0;0;0;103;0;90;0;0;0;0;819,9481865
Jerez-Xérès-Sherry;2021;18105;312;8829;7;7;1;1454;16;15;26;1224;8561;25;36954;37;765;262;505;489;36;14;225;569;87;54;1530;367;926;102089;162;856;55;105;3357;110;12345;490;5;662;78;399;0;856;349;1481;180;83;0;0;0;205064;0;0;0;300
Jumilla;2021;17993;225;2294;17;9;3;1762;12;0;210;135;1138;266;3362;164;814;165;2028;9494;35;26;6820;81;715;97;694;1617;5353;14462;5807;847;0;3137;12917;121;32847;491;655;1875;4392;14123;59;3398;2193;412;72;6340;6159;4972;148486;57;0;0;3;227
La Gomera;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Mancha;2021;38351;238;1548;50;113;208;1128;764;1;76;2751;3206;96;12079;33;1177;343;6530;4202;38;84;8754;0;1505;0;11343;157;11343;7224;6992;9478;0;4961;4579;0;5565;854;3543;2824;2771;43444;31;12833;2481;98;967;1306;54470;13467;148129;0;3;0;0;210,2868991
La Palma;2021;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;0;4;0;9;0;0;0;0;0;0;5;3;0;0;0;13;1;28;0;0;0;0;2000
Lanzarote;2021;38;0;9;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;4;3;6;13;0;0;0;5;7;0;265;0;0;0;0;0;0;94;0;6;0;0;228;115;72;0;35;0;8;950
Lebrija;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
León;2021;41;0;65;0;0;0;2;0;0;0;5;0;0;11;0;1;0;0;0;4;0;3;0;3;0;0;0;27;8;18;0;0;0;17;0;65;6;0;0;0;0;0;0;4;0;0;0;151;67;62;0;0;0;0;390
Los Balagueses;2021;7;0;2;0;0;0;5;0;0;0;0;1;0;5;0;0;0;0;1;0;0;4;0;0;0;0;0;0;28;0;0;0;0;1;0;67;0;0;0;5;0;0;16;15;0;0;1;0;0;158;0;0;0;0;1318,196203
Málaga;2021;234;137;0;0;0;0;1;0;0;0;0;3154;0;1;0;0;0;0;0;0;0;46;0;42;7;0;1;0;2;0;1;0;0;0;0;24;0;0;5;0;1;0;0;40;0;0;0;0;0;0;3696;0;0;0;895,4813312
Manchuela;2021;587;23;55;0;0;0;117;12;10;0;17;39;6;639;8;801;20;0;9;0;0;54;0;79;1;37;0;139;365;84;2;0;27;1092;31;130;37;57;159;0;893;0;309;13;652;217;1;954;628;5090;0;50;0;0;350
Manzanilla S.B.;2021;289;18;344;0;0;0;42;0;1;0;42;259;4;632;1;22;6;39;88;0;1;7;4;1;0;186;11;21;2465;14;50;1;33;54;0;519;32;0;17;0;14;0;198;21;175;10;8;0;0;0;5629;0;0;0;300
Méntrida;2021;757;0;6;0;0;0;6;0;0;0;42;6;0;12;0;0;0;0;0;0;0;0;0;1;0;1;37;19;20;76;21;0;33;44;0;44;0;10;5;0;236;0;0;4;0;0;111;83;106;1302;0;0;0;0;325,8075117
Mondéjar;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2021;640;15;264;0;0;0;15;0;0;2;19;1;0;203;5;96;0;0;0;0;0;12;0;4;0;331;1;31;429;69;3;0;0;0;0;50;24;5;8;0;3;0;8;23;0;11;0;2215;0;57;0;0;0;0;474
Montilla-Moriles;2021;249;66;36;6;0;0;230;0;0;0;0;98;0;3061;0;24;64;3;240;2;0;5;1;2650;0;29;5;12;136;2;115;0;6;250;0;306;3;0;843;44;59;0;260;14;61;4;48;6028;0;0;2904;0;0;0;343,2130542
Montsant;2021;2546;38;488;5;0;0;173;0;0;16;5;182;7;297;1;45;1;68;91;31;1;154;1;12;9;1490;13;505;270;50;108;4;46;973;14;2443;28;0;74;71;205;0;227;185;51;14;0;598;1181;9019;144;0;0;0;436,1663316
Navarra;2021;18647;568;1508;9;11;0;635;30;122;11;1504;5080;3;7904;1;649;13;797;496;11;33;911;0;654;636;2188;3873;6851;10117;705;251;0;284;5340;196;4394;983;46;653;411;14868;0;1423;427;819;24;2;11775;11588;70684;41;0;0;0;270
Pago de Arínzano;2021;0;0;0;5;0;0;0;0;0;0;5;0;0;5;0;0;10;52;10;1;0;0;0;0;0;0;0;84;0;0;0;0;38;19;0;19;0;0;0;0;32;0;0;0;0;0;0;92;0;188;0;0;0;0;1333,1
Pago de Otazu;2021;2;0;10;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;0;20;0;6;16;6;8;7;50;0;0;0;0;0;0;31;0;114;0;0;0;0;1172,317241
Pago El Vicario;2021;18;0;19;0;0;0;41;0;0;0;0;0;0;21;0;0;0;15;0;0;0;4;0;0;2;1;0;4;0;0;0;0;0;0;6;99;0;0;0;0;188;0;5;0;0;0;0;111;127;185;0;0;0;0;503,5957447
Pago Florentino;2021;15;0;3;1;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;4;0;22;3;0;6;1;4;0;0;24;0;0;56;5;0;0;8;17;0;0;0;0;0;179;0;0;0;0;900,2346369
Pago La Jaraba;2021;23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;106;0;96;0;108;0;0;0;0;5;0;333;0;0;0;0;193,6035503
Pago Los Cerrillos;2021;0;0;3;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;5;0;0;0;0;0;39;0;0;0;0;773,0769231
Pago Vallegarcía;2021;146;0;2;0;0;0;7;0;0;0;0;1;0;4;0;0;0;0;2;0;0;3;0;1;0;1;0;83;0;0;0;0;0;0;0;17;11;0;0;0;122;0;0;0;0;0;0;22;0;378;0;0;0;0;1318,425
Penedés;2021;3886;32;804;10;11;2;666;6;1;124;531;448;17;1050;12;350;29;193;140;40;4;219;13;91;7;5251;725;250;447;802;1170;0;873;5234;41;2362;239;0;395;460;1254;19;876;989;68;49;1403;9885;2668;15767;0;3273;0;0;1019,110246
Pla de Bages;2021;53;0;2;0;0;0;39;0;0;7;0;0;0;85;0;5;0;0;0;0;0;6;0;4;0;1;0;7;10;0;18;0;16;1;16;0;5;0;4;0;13;0;2;6;0;0;0;105;8;187;0;0;0;0;625,19
Pla i Llevant;2021;501;0;7;0;0;0;19;0;0;0;0;0;0;1;0;0;0;0;0;13;0;0;0;3;0;44;0;209;12;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;255;198;363;0;0;0;0;859,4105392
Prado de Irache;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2021;1106;55;359;5;6;0;323;1;1;5;19;169;4;240;3;48;27;61;89;37;5;53;6;9;2;364;143;952;760;355;61;3;79;225;0;1834;105;5;107;100;237;0;27;163;39;11;6;347;24;7835;3;0;0;0;1261,906444
Rías Baixas;2021;2515;75;1467;37;13;10;946;15;1;90;266;413;112;4166;28;4540;87;125;47;45;7;545;46;44;16;2586;1209;1255;24018;1954;653;4;143;3335;506;25539;2686;12;8868;428;361;0;1208;888;967;114;223;92613;0;0;0;0;0;0;564,0540745
Ribeira Sacra;2021;97;10;23;0;0;0;50;0;0;0;1;21;0;21;2;63;2;0;1;1;2;2;1;5;0;104;195;104;194;93;43;2;0;44;0;585;3;9;44;35;16;0;11;20;90;13;5;426;27;1459;0;0;0;0;1200
Ribeiro;2021;2118;0;746;2;0;0;86;0;0;6;0;58;0;96;0;16;2;2;0;0;0;23;0;4;8;0;10;88;230;0;33;0;6;47;4;300;62;0;18;0;38;0;244;7;26;0;0;4004;0;276;0;0;0;0;695,9476636
Ribera del Duero;2021;12812;348;1835;19;61;10;5460;48;21;95;264;1624;21;4764;23;1394;138;479;315;214;53;798;159;344;51;3811;561;18525;3717;3;524;2;235;3471;522;5565;4986;38;2503;318;3072;0;298;776;15;19;161;0;0;80472;0;0;0;0;1109,225047
Ribera del Guadiana;2021;952;1;72;0;0;0;17;0;0;3;0;0;0;126;0;11;0;292;1002;3;0;2;0;18;0;0;0;96;4;0;30;0;37;3;0;39;5;0;35;378;1311;0;0;19;0;0;0;732;0;3724;0;0;0;0;169,3626571
Ribera del Júcar;2021;140;0;11;0;0;0;17;0;0;0;0;0;0;0;0;0;0;250;981;0;0;0;0;0;0;0;1;0;0;0;107;0;260;52;0;115;0;0;0;18;854;0;50;0;0;0;0;55;5;2796;0;0;0;0;304,8984594
Rioja;2021;125572;5856;28060;189;285;148;10905;613;163;1097;5235;15542;259;46650;118;42989;398;10209;1901;1555;198;11455;446;1989;165;29877;18430;54656;363092;40232;10274;35;4974;42674;5093;105387;23986;712;20339;5651;26038;813;4796;11166;6285;1151;1088;89757;45081;953908;0;0;0;0;492,6601136
Rueda;2021;20257;170;5138;29;28;12;1017;22;1;76;90;940;6;33577;19;937;33;1072;119;102;45;830;28;114;79;1644;448;4930;4897;6139;667;3;581;1594;1862;6256;1326;0;3345;992;923;0;1494;533;137;8;181;101282;384;731;11;293;0;0;280
Sierra de Salamanca;2021;19;0;0;0;0;0;9;0;0;0;0;1;0;4;0;0;0;1;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;50;0;80;0;0;0;0;0;0;3;0;0;0;0;11;0;169;0;0;0;0;1067
Sierras de Málaga;2021;31;5;40;0;0;0;32;0;0;6;18;0;0;11;0;5;0;0;0;0;0;3;0;1;0;18;4;28;11;0;4;0;0;28;0;100;2;0;4;0;8;0;4;19;0;6;0;175;12;201;0;0;0;0;1339
Somontano;2021;3736;40;8753;0;0;0;499;0;6;10;90;439;3;5030;8;138;0;13;93;25;12;260;0;7;3;165;22;1507;1128;3353;371;0;1583;327;230;524;1534;228;162;400;1519;23;379;400;20;16;6;15733;5715;11614;0;0;0;0;350
Tacoronte-Acentejo;2021;42;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;17;7;43;0;0;0;0;1585,074627
Tarragona;2021;527;1;79;0;0;0;39;0;5;17;5;44;0;198;153;0;0;17;46;2;0;54;17;0;1;0;22;4;10;0;42;0;0;18;0;45;2;0;50;200;59;0;80;40;5;0;77;499;35;1217;4;104;0;0;295,9838623
Terra Alta;2021;1042;13;380;2;0;0;290;0;2;4;30;83;0;3694;221;27;30;69;20;0;11;45;0;8;162;147;64;304;1610;128;102;0;177;171;35;1098;61;0;23;3;97;0;285;54;161;1;0;2154;407;8078;15;0;0;0;338,5920781
Tierra del Vino de Zamora;2021;17;0;2;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;26;0;0;0;10;0;4;11;15;0;0;14;8;0;11;0;0;0;0;14;0;3;0;0;0;0;49;0;92;0;0;0;0;602,177305
Toro;2021;6115;1614;1614;0;0;0;1359;0;0;0;340;1358;0;2038;0;340;510;0;0;170;0;680;510;0;0;340;302;4530;1510;1510;0;0;604;604;0;9967;1510;0;0;0;9060;0;605;0;0;0;0;0;0;47190;0;0;0;0;480
Uclés;2021;152;38;163;0;0;0;6;2;0;0;0;1;0;26;0;62;1;7;26;0;0;414;0;20;38;0;0;65;90;1;126;0;0;20;483;53;0;136;12;50;671;0;136;33;0;144;313;459;43;2787;0;0;0;0;246,8221344
Utiel-Requena;2021;9751;2454;986;6;1;0;598;9;158;243;706;7792;0;18481;67;3329;7;1421;872;1;23;4312;0;333;11;1159;5578;930;33181;10006;362;0;6139;6104;2202;4186;608;0;538;0;9962;0;3116;579;6398;83;373;15579;15656;111830;0;0;0;0;307,1969105
Valdeorras;2021;169;0;56;8;5;0;59;0;0;6;0;17;3;765;0;100;7;0;1;3;2;5;8;12;0;162;45;46;1408;7;20;2;16;68;0;804;19;0;205;0;61;0;76;38;43;133;295;3986;0;688;0;0;0;0;700
Valdepeñas;2021;31114;878;107;135;0;0;1460;214;0;275;607;121;17;10265;0;374;10;635;8564;2;0;2513;0;3042;0;492;12;7124;3630;1384;2433;0;671;6851;0;0;143;5;702;187;2607;0;4969;18;0;20;280;9441;3992;78428;0;0;0;0;205,8319744
Valencia;2021;31466;1078;8740;13;1;27;12236;12;37;6213;6252;5352;133;13244;87;1031;118;10297;2327;150;823;7868;126;882;618;5926;7312;2817;15384;44909;4026;0;3203;14387;658;13232;6407;901;854;2425;21614;0;7635;2455;589;136;1383;66115;20963;166291;9350;2447;218;0;166,9273581
Valle de Güímar;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;13;0;9;0;0;0;0;1005,818182
Valle de la Orotava;2021;97;12;7;4;0;0;13;0;0;0;6;26;10;4;0;13;3;0;0;3;0;9;6;0;4;1;17;4;18;0;0;0;0;38;0;171;0;0;0;9;5;0;27;0;11;0;8;154;50;322;0;0;0;0;1211,543726
Valles de Benavente;2021;216;0;11;0;0;0;15;0;0;0;0;0;0;32;1;2;0;0;0;0;0;1;0;0;0;0;0;40;21;0;0;0;0;0;0;32;0;0;0;0;142;0;0;0;0;0;0;22;308;183;0;0;0;0;300
Valtiendas;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vera de Estenas;2021;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;0;7;0;8;0;0;0;0;1118,6
Vinos de Madrid;2021;483;0;15;0;0;0;68;0;0;0;0;9;2;54;0;10;11;1;0;3;0;8;5;4;0;134;18;262;52;9;15;0;5;67;0;1817;9;5;9;14;44;0;28;3;51;3;0;401;172;2645;0;0;0;0;457,9689248
Ycoden-Daute-Isora;2021;12;6;5;0;0;0;3;0;0;0;2;7;2;4;0;4;0;0;4;2;0;0;0;0;0;15;11;4;17;0;4;0;0;35;0;141;9;0;5;0;8;0;8;7;0;0;0;141;0;174;0;0;0;0;910,4761905
Yecla;2021;7475;14;465;0;0;0;5715;0;0;21;378;619;0;2883;0;169;23;1325;2065;20;5;325;4;56;0;800;63;2045;4760;21;661;0;78;2627;0;4421;43;366;261;850;2714;0;2357;1295;236;215;42;2744;2570;40087;16;0;0;0;262,0131008
Abona;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alella;2020;84;0;272;0;9;26;0;0;0;0;0;3;5;25;0;0;12;5;3;0;0;0;0;0;0;3;0;74;38;0;108;0;0;1;16;41;1;0;126;0;39;0;27;3;14;0;0;611;21;118;15;169;1;0;264,402139
Alicante;2020;6397;20;1358;6;0;0;131;10;0;0;732;1944;0;1148;13;54;524;70;474;27;12;1513;0;46;5;138;7;399;622;83;55;0;386;998;0;1242;36;0;82;78;2808;0;614;538;118;0;2340;3987;893;19823;53;270;0;2;233,5771935
Almansa;2020;3035;17;482;6;0;7;420;0;0;567;4212;77;0;774;3;5;211;782;65;0;0;207;0;5;47;135;27;363;85;341;438;0;47;8807;33;2960;62;0;219;157;2698;0;1003;792;70;0;0;1346;571;27242;0;0;0;0;330,8991735
Arlanza;2020;15;1;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;42;0;0;0;0;360,0714286
Arribes;2020;9;5;44;0;0;0;13;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;1;14;1;6;7;10;60;28;0;0;2;0;0;17;6;0;0;0;286;0;11;0;0;0;0;78;2;459;0;0;0;0;500
Aylés;2020;51;12;16;0;0;0;0;0;0;0;0;0;0;21;0;0;0;14;35;18;0;2;0;12;0;0;0;51;4;0;0;0;0;42;0;25;0;0;0;0;0;0;0;13;0;0;0;0;29;287;0;0;0;0;613,221519
Bierzo;2020;1908;173;541;0;0;0;458;0;0;15;84;233;4;653;12;60;2;11;10;17;1;97;10;266;0;76;153;589;1005;523;24;3;174;1026;0;3274;118;6;147;0;2007;0;348;223;57;20;0;1034;1212;12070;12;0;0;0;420
Binissalem;2020;284;0;0;0;0;0;15;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;343;0;0;0;0;0;27;0;8;2;0;0;0;3;0;0;0;0;43;44;605;0;1;0;0;943,3362193
Bullas;2020;774;0;5;0;0;0;0;0;0;0;0;19;0;8;0;11;0;44;0;0;0;325;0;0;0;0;45;5;299;676;0;0;32;3;0;740;0;0;0;10;110;320;29;0;0;0;0;425;281;2749;0;0;0;0;219,9276411
Calatayud;2020;1948;0;518;0;0;0;105;0;0;0;19;3633;6;255;0;3196;0;42;8;25;0;40;0;109;0;98;21996;953;199;2192;5;0;794;3126;0;14614;10;0;61;127;683;0;409;14;17;37;0;1625;526;53088;0;0;0;0;254,7400025
Calzadilla;2020;31;0;7;0;0;0;0;0;0;0;0;8;0;9;0;0;0;0;0;0;0;0;0;7;0;0;0;34;0;0;0;0;0;2;0;3;0;0;0;0;23;0;2;0;0;0;0;0;0;126;0;0;0;0;1031,746032
